word,pos_symbol,pos_word,meaning,score
sígu,v,verb,"to fit, to join perfectly.",0.836
sigúro,adv,adverb,"maybe, perhaps.",0.0
sigúro,adj,adjective,"certain, for sure.",0.0
siháy,v,verb,"to be different, to be in contrast, to separate from.",0.0
sihigún,n,noun,rod.,0.0
silá,pr,pronoun,they (third person plural nominal pronoun).,0.0
sílak,n,noun,"rays of the sun, heat of the sun.",0.0
sílak,v,verb,to shine brightly.,0.0
sílaw,adj,adjective,"glaring, extremely shiny, blinding.",0.0
sílhig,n,noun,broom.,0.0
sílhig,v,verb,to sweep.,0.0
síli,n,noun,eel.,0.0
síli’,adj,adjective,"brilliant, smart.",0.758
silíng,n,noun,"saying, talk, words.",0.0
silíng,v,verb,"to talk about, to say, to mention.",0.0
sílu,adj,adjective,square.,0.0
sílung,n,noun,"basement, shelter.",0.0
sílung,v,verb,to take shelter.,0.0
sílut,v,verb,"to punish, to condemn.",-0.718
símba,v,verb,"to worship, to go to church, to pay homage to.",0.202
símba,n,noun,church.,0.202
simbóryo,n,noun,"dome, belfry.",0.0
símbug,v,verb,"to mix, to dilute liquids.",0.0
símpli,adj,adjective,"simple, ordinary.",0.0
símpun,v,verb,"to join, to be together with.",0.296
sín,n,noun,galvanized iron.,0.0
siná’,d,deictic,"those, (far from the speaker).",0.0
síndi,n,noun,"flame, light.",0.0
síndi,v,verb,"to light, to put a match to.",0.0
siní,d,deictic,these.,0.0
síni,n,noun,"movie theatre, movie film.",0.0
sínsil,n,noun,chisel.,0.0
sinsílyo,n,noun,"small change, coins.",0.0
síntas,n,noun,"strip, ribbon of film.",0.0
sinú’,v,verb,to shake so as to feel the sound.,-0.178
sín’u,pr,pronoun,who.,0.0
sínyal,n,noun,"sign, symbol, gesture.",0.0
sínyal,v,verb,"to make a sign, to gesticulate, to beacon.",0.0
sínyas,n,noun,"hint, cue, gesture, sign.",0.0
sínyas,v,verb,"to give the cue, to call, to give a hint.",0.0
síng,pt,particle,variant of sang.,0.0
singkamás,n,noun,turnip.,0.0
síngki’,adj,adjective,"corny, unaccustomed, unsophisticated.",-0.296
síngko,num,numeral,five.,0.0
síngko,n,noun,five centavo piece.,0.0
singkwénta,num,numeral,fifty.,0.0
sínggit,n,noun,shout.,0.0
sínggit,v,verb,"to shout, to howl.",0.0
sínghut,n,noun,"sniff, smell.",0.0
sínghut,v,verb,"to sniff, to smell closely.",0.0
singíl,n,noun,"sprout, seedling.",0.0
singíl,v,verb,"to sprout, to germinate.",0.0
singít,n,noun,"pole, pole with a hook for gathering fruits.",0.0
síngsing,n,noun,ring.,0.0
sípa’,n,noun,"kick, filipino game of kick ball.",0.0
sípa’,v,verb,to kick.,0.0
sipák,v,verb,to separate from.,0.0
sipála,v,verb,"to insult, to scorn.",-0.718
sipí’,n,noun,"one piece, one piece of an orange.",0.0
sipílyo,n,noun,toothbrush.,0.0
sípit,v,verb,to carry under the arm.,0.0
síplat,n,noun,"glance, stolen glimpse.",-0.494
síplat,v,verb,to steal a look at.,-0.494
síp’un,n,noun,"cold, running nose.",0.0
sirá,n,noun,"lock, bar.",0.0
sirá,adj,adjective,"closed, locked.",0.0
sirá,v,verb,"to close, to lock.",0.0
sirgwélas,n,noun,tropical plum.,0.0
sirirítan,n,noun,cricket.,0.0
sír’um,n,noun,"dark, dusk.",0.0
sistéma,n,noun,system.,0.0
sítsit,v,verb,"to hiss at, to produce a long hissing sound so as to call attention.",0.0
sítyu,n,noun,political and area division smaller than a barrio or village.,0.0
si’úd,n,noun,"fish trap, loop.",-0.318
si’úd,v,verb,"to trap fish, to gather fish from a si’úd.",-0.318
síwil,n,noun,"twig, young sprout.",0.0
síya,n,noun,"chair, saddle.",0.0
siyám,num,numeral,nine.,0.0
sóbra,adv,adverb,"over, too much.",0.0
sóbra,n,noun,"lift-over, balance.",0.0
sóbra,v,verb,to be more than necessary.,0.0
sóbra,v,verb,"to add together, to get the sum.",0.0
sóbre,n,noun,envelope.,0.0
soldádo,n,noun,soldier.,0.0
soltéro,n,noun,single man of age fifteen and up.,0.0
sopá,n,noun,"couch, sofa.",0.0
sorbéte,n,noun,ice cream.,0.0
soríso,n,noun,sausage.,0.0
sú’ay,v,verb,"to debate, to dispute, to disobey.",-0.402
sú’ay,adj,adjective,"disobedient, hostile.",-0.402
subá’,n,noun,river.,0.0
subáng,n,noun,oldest child.,0.0
subáy,n,noun,"ant, red ant.",0.0
súbli’,v,verb,"to inherit, to be heir to.",0.0
súbli’,n,noun,"legacy, heritage; /mang-/ heir.",0.0
subú’,n,noun,"sadness, sorrow, loneliness.",-0.844
subú’,adj,adjective,"sad, lonely, sorrowful.",-0.844
subú’,v,verb,"to become sad, to feel lonely.",-0.844
súbul,v,verb,"to cast out, to drive away, to renounce.",0.0
subúng,adv,adverb,"now, like, similarly.",0.361
súka,n,noun,"spew, vomit.",0.0
súka,v,verb,"to vomit, to throw up.",0.0
súka’,n,noun,vinegar.,0.0
súkat,n,noun,measurement.,0.0
súkat,v,verb,to measure.,0.0
súk’ay,v,verb,"to dig up earth, to turn up earth with a hand tool.",0.494
súki’,n,noun,"favorite customer, favorite salesman.",0.718
súl’ub,v,verb,"to dress, to put on a dress, to wear a garment.",0.0
súksuk,n,noun,"apparel, dress, house lizard.",0.0
súksuk,v,verb,"to wear a garment, to put on, to don.",0.0
sukúb,v,verb,to measure the quantity of.,0.0
sukút,n,noun,"payment, price, collection.",0.0
sukút,v,verb,"to collect, to ask for payment.",0.0
súd’an,n,noun,"main course of a meal, viand to go with rice during a meal.",0.0
sugá’,n,noun,"light, electric bulb.",0.0
sugál,n,noun,"gambling, risk.",-0.273
sugál,v,verb,"to gamble, to take the risk.",-0.273
súgat,v,verb,to fetch people.,0.0
sugatá’,v,verb,"to encounter, to meet accidentally, to come from different directions.",-0.34
súgba,v,verb,"to roast, to broil, to broil directly on top of live coal.",0.202
súgbu,v,verb,"to jump overboard, to dive into.",0.0
súghaw,v,verb,"to glean, to pick after a reaper.",0.0
súgid,n,noun,"disclosure, story.",0.0
súgid,v,verb,"to tell, to disclose.",0.0
sugilánun,n,noun,"story, conversation.",0.0
sugilánun,v,verb,"to tell a story, to converse with.",0.0
súgpa’,v,verb,to spit blood.,0.0
súgpu,n,noun,lobster.,0.0
súgpun,n,noun,"connection, adjoining part, continuation.",0.0
súgpun,v,verb,"to adjoin, to connect, to continue.",0.0
súgu’,n,noun,"command, request.",0.0
súgu’,v,verb,"to request, to command, to decree.",0.0
súgud,n,noun,"start, beginning.",0.0
súgud,v,verb,"to start, to begin, to commence.",0.0
sugút,n,noun,"agreement, contract.",0.494
sugút,v,verb,"to consent, to agree, to allow, to permit.",0.494
súgyut,v,verb,"to urge on, to induce, to provoke.",-0.402
súhul,n,noun,"salary, pay.",-0.103
súhul,v,verb,"to pay wages, to give salary to.",-0.103
súhut,v,verb,"to creep through, to go under, to crawl through a narrow passage.",0.0
súhut,n,noun,bribe.,0.0
súlab,n,noun,blade.,0.0
sulábi,v,verb,"to pet, to discriminate, to prefer, to distinguish.",0.0
sulát,n,noun,"handwriting, letter.",0.0
sulát,v,verb,to write.,0.0
suláy,v,verb,"to tempt, to induce, to do otherwise.",0.0
súlda,v,verb,to weld together.,0.0
súlhay,adj,adjective,"comfortable, at ease.",0.7
súlhay,n,noun,"comfort, ease.",0.7
súlhay,v,verb,"to become easy, to live in comfort.",0.7
sulí’,v,verb,to turn upside down.,0.0
súlip,v,verb,"to pass under the house, to dive.",0.0
súlit,v,verb,"to test, to repeat, to do again.",0.0
súlu,adv,adverb,"alone, solely.",-0.25
sulú’,n,noun,torch.,0.0
súluk,n,noun,corner.,0.0
sulúd,id,idiom,"come in, enter.",0.0
sulúd,n,noun,"inside, room.",0.0
sulúd,v,verb,"to enter, to go inside, to put inside.",0.0
súlsul,v,verb,"to press on, to insist.",0.0
súlung,v,verb,"to inspect, to raid.",0.0
sulusakayán,n,noun,"toy boat, paper boat.",0.0
súma,n,noun,"sum, addition.",0.0
súma,v,verb,to add up.,0.0
súman,n,noun,sticky cooked rice wrapped in banana leaf.,0.0
súmbag,v,verb,"to box, to hit with the fist.",0.0
súmbung,v,verb,"to denounce, to accuse, to report.",-0.494
súm’ud,v,verb,"to loathe, to have more than enough so as to feel boredom, to cloy.",-0.67
súmpa’,n,noun,"oath, sworn statement, vow.",0.0
súmpa’,v,verb,"to take an oath, to swear, to make a big promise.",0.0
súmpung,v,verb,"to oppose, to resist, to fight, to have an argument with.",-0.625
sundáyag,v,verb,"to publish, to display, to explain.",0.0
súnlug,n,noun,"teasing, joke.",0.226
súnlug,v,verb,to tease.,0.226
súnsun,adj,adjective,"frequent, often.",0.0
súntuk,v,verb,"to pierce, to thrust, to go through.",0.0
sunú’,con,conjunction,according to.,0.0
sunúd,adv,adverb,next.,0.0
sunúd,v,verb,"to go after, to follow, to tag along.",0.0
sunúd,n,noun,"rules, laws, guidelines; /-lu-…-un/ leader, example, model, rules.",0.0
sunúdsunúd,adv,adverb,one after another.,0.0
sunúdsunúd,v,verb,"to tail, to tag along, to keep on following after.",0.0
súnug,n,noun,"fire, dest ctive burning.",-0.34
súnug,v,verb,"to set fire to, to burn, to raze.",-0.34
súngay,n,noun,horn.,0.0
súngay,v,verb,"to gore, to pierce with a horn.",0.0
súngka’,n,noun,"filipino game of stones, appeal.",0.0
súngka’,v,verb,to appeal a case in the upper court.,0.0
súnggu’,v,verb,"to bump into, to crash against, to knock hard against something.",-0.477
súnggud,v,verb,"to sulk, to resent, to be disappointed so as to sulk.",-0.586
súngsung,n,noun,"stopper, cork.",0.0
súngsung,v,verb,to close an opening with a stopper or a cork.,0.0
súngu,n,noun,antennae of insects.,0.0
súpas,n,noun,soup.,0.0
superbisór,n,noun,supervisor.,0.0
supládu,adj,adjective,"stubborn, over-bearing.",-0.402
súpsup,v,verb,"to sip in, to suck, to absorb.",-0.44
supúk,v,verb,"to contradict, to oppose, to fight someone smaller in size or younger in age.",-0.599
supúg,adj,adjective,"rabid, contagious, furious.",-0.727
súput,n,noun,paper sack or bag.,0.0
supút,v,verb,"to gather or collect in small amounts, to be against someone smaller in size.",0.0
súrsi,n,noun,"darning, patch.",0.0
súrsi,v,verb,"to darn, to patch.",0.0
sús,intj,interjection,"oh, my goodness, wow.",0.778
súsi’,v,verb,"to investigate, to look into, to try to discover, to research.",0.0
suspendér,v,verb,"to suspend, to reprieve.",-0.318
susténto,n,noun,"sustenance, maintenance.",0.0
súsu,n,noun,"mammary gland, breast.",0.0
súsu,v,verb,to nurse from the breast or bottle.,0.0
sutíl,adj,adjective,"naughty, mischievous.",0.0
sútsut,v,verb,"to prod from below with a very little force, to make a hissing sound to call attention.",0.0
súyup,v,verb,"to absorb, to suck in, to breathe in.",-0.44
swélas,n,noun,"of shoes, sole.",0.0
swéldo,n,noun,"salary, pay, wage.",-0.103
swéldo,v,verb,"to pay wages, to receive a salary.",-0.103
swérte,n,noun,"luck, fate.",0.459
swérte,adj,adjective,lucky.,0.459
syá,pr,pronoun,"he, she, it (third person singular nominal pronoun).",0.0
syápa,n,noun,badge.,0.0
syémpre,id,idiom,"of course, certainly, yes.",0.625
syén,num,numeral,hundred.,0.0
syénsya,n,noun,science.,0.0
syérto,adv,adverb,"certainly, surely.",0.649
syéte,num,numeral,seven.,0.0
syudád,n,noun,"city, metropolis.",0.0
ta,pr,pronoun,short form of nátun.,0.0
tá’as,adj,adjective,tall.,0.0
tá’as,v,verb,"to grow tall, to raise, to increase.",0.0
tába’,v,verb,to buy land or fields.,0.0
tabáku’,n,noun,"tobacco, cigar.",0.0
tabáku’,v,verb,"to smake a cigar, to chew tobacco.",0.0
tában,n,noun,"to run away with, to take away, to elope.",0.0
tábang,n,noun,"help, aid, succor.",0.402
tábang,v,verb,"to assist, to help.",0.402
táb’ang,adj,adjective,"tasteless, of liquid consistency, light, mild.",0.0
tábas,v,verb,"to sew, to cut cloth.",-0.273
tabíd,v,verb,"to link together with a rope or string, to attach to.",0.0
tabínas,n,noun,embarrassment.,-0.44
tabís,n,noun,"penalty, fine.",-0.296
tablétas,n,noun,"medicine tablet, pill.",0.0
tabú’,n,noun,"dipper, can used to scoop out water;  case, event, happening.",0.153
tabú’,v,verb,"to happen, to occur, to come to pass.",0.153
tábu’,v,verb,"to come together, to meet purposely, to fetch from an airport or pier.",0.0
tabúk,v,verb,"to go across, to cross over.",0.0
tábug,v,verb,"to drive away, using arm gestures.",0.0
tabún,n,noun,cover.,0.0
tabún,v,verb,to cover with something.,0.0
tak’an,v,verb,"to get disgusted with, to get bored, to become weary, to get tired of.",-0.859
naták’an,na,noun formative,akú magpamáti’ sa íya istórya.,0.0
tákam,v,verb,to munch or chew noisily.,0.0
tákas,n,noun,"land, dry land.",0.0
tákas,v,verb,"to disembark, to go ashore, to go out of the water.",0.0
tákdung,v,verb,to cover the head.,0.0
táklad,v,verb,"to ascend, to climb over an obstacle.",-0.361
táklap,v,verb,"to cover, to put or lay upon.",0.0
táklas,v,verb,"to climb up a steep or uncleared path, to climb over an obstacle.",-0.361
táklung,n,noun,snail.,0.0
táklus,v,verb,to hang an object around the hip or waist with a belt.,0.0
tákna’,n,noun,"hour, moment.",0.0
táktak,v,verb,"of petals or leaves, to fall one by one.",0.0
takúd,v,verb,"to put on, to connect, as of electric wire, to install.",0.0
takúp,n,noun,"cover, stopper.",0.0
takúp,v,verb,"to cover, to put a cover on.",0.0
takús,n,noun,"fit, measure, dimension.",0.361
tádlung,adj,adjective,straight.,0.226
tádlung,v,verb,to straighten.,0.226
tádtad,v,verb,"to chop, to mutilate.",0.0
tádyaw,n,noun,native clay jar designed to hold water.,0.0
tag,na,noun formative,noun formative affix designating type of work done by a person.,0.0
tag,pt,particle,adverbial formative affix designating quantity or value.,0.0
tagá,v,verb,"to be from, to come from, to originate from.",0.0
tagálog,n,noun,"language spoken principally in the greater manila area, and in bata’an, bulacan, occidental mindoro, oriental mindoro, quezon and rizal provinces.",0.361
tagám,v,verb,"to beware, to be careful of, to take the risk.",-0.128
tagám,n,noun,"danger, risk.",-0.128
tagasák,v,verb,"to make a slapping sound, to resound, to make a dripping sound like the rain.",0.361
tágay,v,verb,"to put out, to offer.",0.0
tagbaláy,n,noun,"owner of the house, host, or hostess.",0.0
tagbaláy,id,idiom,hello (anybody home).,0.0
tágbang,v,verb,to cast overboard.,0.0
tághul,n,noun,"howl, dog bark.",0.0
tághul,v,verb,"to howl, to bark like a dog.",0.0
tághuy,v,verb,"to wail, to sigh.",0.026
tagíptip,n,noun,mildew.,0.0
tag’íya,n,noun,"owner, possessor.",0.0
tágna’,n,noun,"guess, prediction, prophecy, forecast.",0.0
tágna’,v,verb,"to foretell, to predict, to guess.",0.0
tagpilá,adv,adverb,how much.,0.0
tágring,n,noun,"resonance, ringing sound as of a telephone.",0.0
tágring,v,verb,"to ring, to resound.",0.0
tágsa,adv,adverb,"each, each one, per person.",0.0
tágsatágsa,n,noun,"everyone, each one, one by one.",0.0
tágsing,adj,adjective,"oxytone, sonorous.",0.0
tágtag,v,verb,"to distribute, to apportion.",0.0
tágu’,v,verb,"to hide, to store away, to conceal.",-0.178
tagúb,n,noun,"sheath, scabbard.",0.0
tagudíli’,v,verb,"to condemn, to damn.",-0.649
tagúm,adj,adjective,blue.,0.0
tahál,v,verb,to sharpen a pencil.,0.0
táhaw,v,verb,"to become mild, to lose alcohol content, to be flat.",-0.402
tahí’,n,noun,"sewing, stitch.",0.0
tahí’,v,verb,to sew.,0.0
táhud,n,noun,"respect, honor, courtesy.",0.832
táhud,v,verb,to show respect or courtesy.,0.832
tahúm,adj,adjective,"beautiful, pretty.",0.796
tahúm,n,noun,"beauty, effulgence.",0.796
talágsa,adv,adverb,"rarely, scarcely, seldom.",0.0
talá’id,adv,adverb,"evenly distributed, evenly done.",0.0
talámnan,n,noun,"field, garden.",0.0
tálang,v,verb,"to miss the way, to lose one’s way.",-0.511
tál’as,v,verb,to run away.,0.0
talástas,n,noun,"edict, proclamation.",0.0
talástas,v,verb,"to know, to understand, to proclaim.",0.0
tálaw,adj,adjective,"chicken-hearted, coward.",-0.459
talikúd,v,verb,"to turn one’s back upon, to abandon, to desert.",-0.44
talimbabága,n,noun,centipede.,0.0
talíthi’,n,noun,"drizzle, shower.",0.0
talíwan,v,verb,"to bypass, to catch up and then leave behind, to overtake.",-0.052
nag-talíwan,na,noun formative,ang búlan sang febréro.,0.0
táltal,v,verb,to loosen especially with a jackscrew or a hammer.,0.0
talúdtud,n,noun,ridge.,0.0
talúm,adj,adjective,sharp as of knives and blades.,0.0
talúm,n,noun,sharpness.,0.0
talúng,n,noun,eggplant.,0.0
tál’us,v,verb,"to take another’s place, to substitute for someone.",0.0
talyér,n,noun,repair shop for cars.,0.0
táma’,adv,adverb,"correct, well, extremely, excessively.",0.273
táma’,v,verb,"to be correct, to fit into, to adjust well.",0.273
tamád,adj,adjective,"idle, lazy, indolent.",-0.361
tamáwu,n,noun,"dwarf, elf.",0.0
tamáy,v,verb,"to despise, to contempt.",-0.735
támbal,n,noun,"medicine, cure, remedy;  doctor, quack doctor.",0.0
támbal,v,verb,"to cure, to remedy.",0.0
tambalihán,n,noun,chameleon.,0.0
támbi,v,verb,"of sewing, to sew a small piece to a bigger piece of cloth, to have enough material.",0.0
támbu’,n,noun,bamboo shoot.,-0.34
támbuk,n,noun,"fatness, stoutness.",0.0
támbuk,adj,adjective,"fat, stout, obese.",0.0
támbung,v,verb,"to attend, to be present.",0.0
támbur,n,noun,drum.,0.0
tamíng,n,noun,"armor, shield.",0.0
tám’is,n,noun,sweetness.,0.494
tám’is,adj,adjective,sweet.,0.494
támpa’,n,noun,slap on the face.,0.153
támpa’,v,verb,to slap on the face.,0.153
támpad,adj,adjective,"frank, candid.",0.0
támpad,v,verb,"to confront, to be frank, to divulge.",0.0
tampálas,v,verb,to insult.,-0.511
tampálas,adj,adjective,cruel.,-0.511
támpi,v,verb,"to put on an apron, to put something over the dress so as to cover it.",0.0
támpis,n,noun,"apron, piece of cloth worn over the skirt for decoration.",-0.296
támpuk,v,verb,"to fill up a hole, to cover a hole.",0.0
tamúd,v,verb,to look upon.,0.0
támwa,v,verb,to peep out of.,0.0
támyaw,v,verb,"to greet, to entertain.",0.557
tanán,pr,pronoun,"all, everybody, everything.",0.0
tanáng,adj,adjective,ripe.,0.0
tán’aw,v,verb,"to see, to watch, to look at.",0.0
tánda’,n,noun,"mark, line, indication.",0.0
tándug,v,verb,"to touch, to move around.",0.0
tándus,adj,adjective,excellent.,0.572
táni’,adv,adverb,"if possible, perhaps, possibly.",0.0
tánsya,n,noun,"estimate, prediction.",0.0
tánsya,v,verb,"to estimate, to predict the quantity.",0.0
tanúm,n,noun,plant.,0.0
tanúm,v,verb,"to plant, to allow to grow.",0.0
tányag,n,noun,offer.,0.0
tányag,v,verb,"to offer as a bonus, to offer.",0.0
tangá,n,noun,cockroach.,0.0
tangá’,v,verb,"to look up, to look stupid, to have a blank stare.",-0.527
tángki,n,noun,tank container.,0.0
tangkúgu’,n,noun,nape of the neck.,0.0
tángis,n,noun,"cry, lament.",-0.727
tángis,v,verb,"to cry, to lament.",-0.727
tángla’,v,verb,to look up.,0.0
tangú’,n,noun,"nod, nodding movement of the head.",0.0
tangú’,v,verb,to nod the head for assent.,0.0
tangú’tángu’,v,verb,to nod the head repeatedly to show assent.,0.0
tápak,n,noun,"foot mark, footfall.",0.0
tápak,v,verb,"to tread barefooted, to step on.",0.0
tápán,adj,adjective,"flat, plain, level.",0.0
tapás,v,verb,"to cut down a big plant or tree, to chop down.",-0.273
tapát,v,verb,"to resolve, to tell the truth, to be frank.",0.599
