word,pos_symbol,pos_word,meaning,score
pásung,n,noun,native sack of woven palm leaves with the volume content of one cavan.,0.0
pásyar,n,noun,"stroll, walk.",0.0
pásyar,v,verb,"to take a walk, to stroll.",0.0
pasyénte,n,noun,sick patient.,-0.511
patadyúng,n,noun,native wrap-around skirt.,0.0
pátag,adj,adjective,"of land, plain, even, level.",0.0
patáni’,n,noun,pea pod.,0.0
patarásak,adj,adjective,eccentric.,0.0
pátas,adv,adverb,"equally, evenly.",0.0
pátas,v,verb,"to come out equal, to result in a tie.",0.0
patáwad,n,noun,"excuse, clemency, pardon.",0.382
patáwad,v,verb,"to give clemency, to pardon, to forgive, to excuse.",0.382
patáy,n,noun,"dead person, dead plant or animal, corpse.;  death.",-0.953
patáy,v,verb,"to kill, to put to death.",-0.953
páti,v,verb,"to believe, to obey, to be convinced.",0.402
patí’,adv,adverb,"including, also, with, together with.",0.0
pát’in,v,verb,"to sign, to mark, to enter in the list.",0.0
patíng,n,noun,"pigeon, dove.",0.0
patís,n,noun,fish sauce made from marinated shrimps or fish.,0.0
pátpat,v,verb,"to explain, to interpret, to translate.",0.0
pátu,n,noun,duck.,0.0
pátuk,v,verb,"to begin to do, to invent, to create, to start, to organize.",0.273
pát’ud,v,verb,"to be sure, to make sure.",0.557
patugsíling,n,noun,"consideration, thoughtfulness.",0.44
patugsíling,v,verb,"to be considerate, to think of other’s feelings.",0.44
patumbayá’,v,verb,"to neglect, to abandon.",-0.71
patúnda’,n,noun,warning.,-0.34
patúpátu,n,noun,"fabrication, lie, made-up story.",0.0
patúyang,v,verb,"to expose extravagantly, to show-off.",-0.153
pátyu,n,noun,"cemetery, tomb.",0.0
pa’úli’,v,verb,"to go home, to go back to the house.",0.0
pa’úmud,v,verb,"to abstain, to exercise patience.",0.0
pa’ún,n,noun,"bait, decoy.",0.0
pá’un,v,verb,"to isolate, to separate, to set aside.",-0.202
-pa-…-un,va,verbal affix,designating causation of action by the acor in the construction.,0.0
pa’úna,v,verb,"to allow to go ahead, to be first.",0.226
pawíkan,n,noun,sea turtle.,0.0
paya’ún,adj,adjective,childish.,-0.296
payág,n,noun,"small hut, hovel.",0.0
páypay,v,verb,"to fan for air, to beckon to, to call back with a hand gesture.",0.67
páyung,n,noun,"umbrella, parasol.",0.0
páyung,v,verb,to wear an umbrella.,0.0
pelígro,n,noun,"risk, danger.",-0.67
pensyón,n,noun,pension.,0.0
pensyón,v,verb,"to give a pension, to support through a pension.",0.0
péras,n,noun,pear.,0.0
peregríno,n,noun,pilgrim.,0.0
pérlas,n,noun,pearl.,0.0
péro,con,conjunction,"but, however.",0.0
personál,adj,adjective,personal.,0.0
peryódiko,n,noun,newspaper.,0.0
pesétas,n,noun,twenty centavo coin.,0.0
pétsa,n,noun,"date, day of the week and month of the year.",0.0
pi’áng,adj,adjective,"lame, cripple.",-0.421
pi’áng,v,verb,"to become lame, to become crippled, to limp.",-0.421
pikít,adj,adjective,"of clothes, tight.",0.0
píkpik,v,verb,"to pet, to pat on the back.",0.0
pikún,adj,adjective,"short-tempered, ill-natured.",0.0
pikúy,n,noun,parrot.,0.0
pidáso,n,noun,"piece, one part, one bite.",0.0
pígaw,adj,adjective,"frail, weak.",-0.44
pígaw,v,verb,"to become weak, to become frail.",-0.44
pígus,v,verb,"to oppress, to exploit.",-0.103
pihák,n,noun,"other side, reverse, pair, half.",0.0
pihák,v,verb,"to cut in two parts, to divide in half.",0.0
pilá,adv,adverb,"how much, how many.",0.0
píla,n,noun,"line, queue.",0.0
píla,v,verb,to stand in line.,0.0
pílak,n,noun,"silver, coin, silver money.",0.0
pilák,v,verb,"to throw, to cast away.",0.0
pilás,n,noun,"wound, bruise, soreness.",0.0
pílduras,n,noun,"medicine tablets, pill.",0.0
píli,n,noun,choice.,0.0
píli,v,verb,"to choose, to select, to elect.",0.0
pílik,v,verb,"of animals, to quiver, to shake.",-0.178
pilikulá,n,noun,"movie film, movie show.",0.0
pilipínas,n,noun,philippines.,0.0
pilipíno,n,noun,"filipino, citizen of the philippines.",0.0
pílit,v,verb,"to insist, to urge, to force, to compel.",0.0
pilít,adj,adjective,"sticky, clammy.",0.0
pilít,v,verb,"to stick on, to paste on.",0.0
pilósopo,n,noun,"philosopher, smark aleck.",0.0
pílpil,v,verb,"to weigh down, to put a weight on top.",0.202
pilú’,n,noun,"fold of the dress, hem.",0.0
pilú’,v,verb,"to fold over, to make a fold.",0.0
pimyénta,n,noun,red or white pepper.,0.0
pina-,aa,adjective formative,formative affix designating superlative degree quality.,0.0
piníkas,n,noun,"one piece, sliced piece, cut up pieces.",-0.273
pínsar,n,noun,"thought, idea.",0.0
pínsar,v,verb,"to think of, to have the idea that.",0.0
pínta,n,noun,paint.,0.0
pínta,v,verb,"to paint, to cover with paint.",0.0
píntal,n,noun,"bar, bolt.",0.0
píntal,v,verb,"to bolt, to bar an opening.",0.0
píntas,adj,adjective,"cruel, harsh, brutal.",-0.896
pintór,n,noun,painter.,0.0
píntuk,n,noun,"dot, blot.",0.0
pínu,adj,adjective,"fine, dainty, skilled product.",0.202
pínu,v,verb,"to refine, to produce something of fine workmanship, to smoothen.",0.202
pínya,n,noun,pineapple.,0.0
pínggan,n,noun,"plate, dish.",0.0
píhpih,v,verb,to brush off with the hand.,0.494
pípa,n,noun,tobacco pipe.,0.0
pípa,v,verb,to smoke a pipe.,0.0
pí’pi’,v,verb,to pat with the hand.,0.494
pipínu,n,noun,cucumber.,0.0
pirásu,n,noun,"piece, one part.",0.0
piríku,n,noun,parrot.,0.0
pírma,n,noun,signature.,0.0
pírma,v,verb,"to sign, to put one’s signature to.",0.0
pírme,adv,adverb,"always, constantly.",0.0
pírut,v,verb,"to wink, to squint the eye.",0.0
písan,adj,adjective,"diligent, industrious.",0.0
pisára,n,noun,blackboard.,0.0
písga’,v,verb,"to pinch, to press, to squeeze to extract liquid.",0.0
písi’,n,noun,"string, cord.",0.0
pisík,v,verb,"to fly off or jump off, of shrimps and fish, to make a quick and sudden movement, to flip.",0.0
pisíl,v,verb,"to compress, to grip, to press, to press with the fingers.",0.0
písngi,n,noun,cheek.,0.0
písngu’,n,noun,"sob, sobbing sound.",-0.557
písngu’,v,verb,to sob after weeping.,-0.557
písos,n,noun,peso bill.,0.0
píspis,n,noun,bird.,0.0
písta,n,noun,"fiesta, religious feast day of a saint, variant of pyésta.",0.477
písti,n,noun,"epidemic, pest, plague, drought.",0.0
pisú’,n,noun,chick.,0.0
pisúk,n,noun,moment.,0.0
pisúk,v,verb,to bat an eye.,0.0
pitáka,n,noun,"purse, handbag.",0.0
pitála’,n,noun,bolt.,0.0
pitík,n,noun,"beating, throbbing, flick.",-0.459
pitík,v,verb,to flick another person with a finger.,-0.459
pítla’,adj,adjective,gibberish.,0.0
pítsil,n,noun,pitcher.,0.0
pitú,num,numeral,seven.;  seventh; /napulug-/ seventeen; /ka-…-an/ seventy.,0.0
pítu,n,noun,whistle.,0.0
pítu,v,verb,"to blow a whistle, to whistle.",0.0
pí’ud,v,verb,to fold.,0.0
pí’ut,adj,adjective,"tight, crowded.",0.0
pí’ut,v,verb,"to become tight, to breathe with difficulty.",0.0
píyung,v,verb,"to shut, to close the eye.",0.0
pláka,n,noun,phonograph record.,0.0
planéta,n,noun,planet.,0.0
plántsa,n,noun,dry iron.,0.0
plántsa,v,verb,to iron with a dry iron.,0.0
plánu,n,noun,plan.,0.0
plánu,v,verb,to plan.,0.0
plása,n,noun,"park, plaza.",0.0
pláster,n,noun,"plaster, band aid.",0.0
platéro,n,noun,goldsmith.,0.0
platíto,n,noun,saucer.,0.0
pláto,n,noun,"dinner plate, dish.",0.0
pléte,n,noun,"fare, ticket for a plane or boat or bus ride.",0.0
plúma,n,noun,fountain pen.,0.0
pluméru,n,noun,feather duster.,0.0
póbre,adj,adjective,"poor, humble, unpretentious.",-0.477
póbre,n,noun,poverty.,-0.477
pomáda,n,noun,"pomade, men’s hair dressing.",0.0
porsyénto,n,noun,"percentage, interest.",0.459
póste,n,noun,"post, column.",0.0
postúŕa,adj,adjective,"dressed up, elegant, smartly dressed.",0.681
posturyóso,adj,adjective,"chic, dressy, elegantly dressed.",0.612
prémyo,n,noun,"prize, reward.",0.791
prénda,v,verb,to pawn.,0.0
préno,n,noun,"brake of a vehicle, stop.",-0.296
préno,v,verb,"to put on the brakes, to stop.",-0.296
presentár,v,verb,"to present oneself, to introduce, to give as a gift.",0.44
presidénte,n,noun,president.,0.0
présyo,n,noun,"price, cost price, selling price, cost.",0.0
pribádo,adj,adjective,private.,0.0
pribilíhiyu,n,noun,privilege.,0.361
primabéra,n,noun,spring.,0.0
prímo,n,noun,cousin.,0.0
prinsipál,n,noun,school principal.,0.0
príso,n,noun,prisoner.;  prison.,-0.778
príso,v,verb,"to put in prison, to imprison.",-0.778
príto,adj,adjective,fried.,0.0
príto,v,verb,"to fry, to cook in oil.",0.0
probár,v,verb,"to prove, to give proofs.",0.0
probínsya,n,noun,"province, state, political division.",0.0
probléma,n,noun,problem.,-0.402
prográma,n,noun,program.,0.0
propesór,n,noun,professor.,0.0
protésta,n,noun,"protest, complain.",-0.542
protésta,v,verb,"to complain, to protest.",-0.542
prupíta,n,noun,prophet.,0.0
prútas,n,noun,fruit.,0.0
pruwéba,n,noun,"proof, evidence.",0.0
pú’as,v,verb,"to calm, to ease, to become less strong.",0.779
pu’ása,n,noun,fasting.,0.0
pu’ása,v,verb,"to fast, to abstain from eating regular meals for penance.",0.0
públiku,n,noun,public.,0.0
puká,v,verb,"to stay up late at night, to have a late night.",0.0
púkan,v,verb,to cut a tree down.,-0.273
pukatúd,n,noun,elevation.,0.0
púkaw,v,verb,"to rouse, to waken.",0.0
púkpuk,v,verb,"to beat, to hammer down, to hit on the head.",0.0
púksi’,v,verb,"to pick flowers, to tear off.",0.0
púdag,v,verb,to stamp the feet in anger.,-0.572
púga’,v,verb,to squeeze so as to extract liquid.,0.0
púgad,n,noun,nest.,0.0
pugún,n,noun,"stove, native oven made of clay.",0.0
pugúng,v,verb,"to repress, to stop, to control.",-0.557
púgut,v,verb,"to cut off the head, to behead.",-0.273
púhag,v,verb,"to break open, to release the gate, to disturb one’s peace.",0.202
púhun,v,verb,"to conspire, to plot.",0.0
pulá,adj,adjective,"red, crimson.",0.0
pulá,v,verb,"to color with red, to turn red, to blush.",0.0
púlak,v,verb,"to fall off the tree or plant, to wither and fall.",0.0
puláw,v,verb,"to stay awake so as to watch, to have a late night.",0.0
púlbura,n,noun,gun powder.,-0.34
púlbus,n,noun,"powder, face powder, dusting powder.",0.0
pulgáda,n,noun,inch.,0.0
púli,v,verb,"to take sides in a fight, to ally with.",-0.382
púling,v,verb,to have a foreign object in the eye.,0.0
pulís,n,noun,"policeman, cop.",0.0
púlpug,v,verb,to drive or mash with a hammer.,0.0
pulséras,n,noun,bracelet.,0.0
púlsu,n,noun,pulse.,0.0
púlu,n,noun,handle of a knife.,0.0
púlu’,n,noun,island.,0.0
púlu’,num,numeral,variant of napúlu’.,0.0
púlung,n,noun,"message, word, advice.",0.0
púlung,v,verb,"to express oneself, to give a speech, to give an advice.",0.0
pulús,n,noun,"usefulness, profit, advantage, benefit.",0.844
púlut,v,verb,to pick up from the ground.,0.0
pumpyáng,n,noun,cymbal.,0.0
púna’,n,noun,net.,0.0
púna’,v,verb,"to trap in a net, to weave a net.",0.0
púnaw,v,verb,"to faint, to feel dizzy.",-0.226
púnda,n,noun,pillow case.,0.0
puní,n,noun,decoration.,0.0
puní,v,verb,"to decorate, to deck.",0.0
púnu’,n,noun,"tree trunk, leader, chief.",0.0
punú’,adj,adjective,full to capacity.,0.0
punú’,v,verb,to fill to capacity.,0.0
punú’an,n,noun,"beginning, start, authority, leader.",0.077
púnung,n,noun,fishpond.,0.0
púnta,n,noun,"tip, edge, end.",0.0
púntus,n,noun,"score, point.",0.0
púnyus,n,noun,"wrist, cuff.",0.0
pungá,adj,adjective,nasal manner of speech.,0.0
pungku’,v,verb,to sit down.,0.0
púnggud,n,noun,"pimple, blemish.",0.0
púnggul,v,verb,"to cut off from the plant, to prune.",-0.273
púngpung,n,noun,"bundle, bunch, bouquet of flowers.",0.0
púngpung,v,verb,"to bundle, to tie into a bundle.",0.0
púngsud,n,noun,"country, nation, community.",0.0
pú’pu’,v,verb,"to pluck from the plant or tree, to pick, to harvest.",0.0
púrma,n,noun,"form, shape.",0.0
púru,adv,adverb,"purely, all.",0.0
púrung,n,noun,"crown, veil, head cover.",0.0
pusá’,v,verb,"to break, to crack.",0.0
púsad,v,verb,"to pace up and down angrily, to stamp the feet in anger.",-0.758
pús’ang,v,verb,"to throw down on the floor, to put down with a bang.",0.0
púsdak,v,verb,"to throw down, to drop with considerable force.",-0.273
púsnga,n,noun,"snort, pant.",0.0
púsnga,v,verb,"to breathe through the nostrils, to snort.",0.0
puspurú,n,noun,"match, match stick.",0.0
pústa’,n,noun,"stake, bet.",0.0
pústa’,v,verb,"to bet, to put up as stake.",0.0
púsu’,n,noun,"heart, banana flower.",0.637
púsud,n,noun,"navel, belly button.",0.0
pús’un,n,noun,abdomen.,0.0
púswit,v,verb,"to burst through a small opening with force, especially of liquids.",0.0
putí’,adj,adjective,"white, fair in complexion.;  white.",0.318
pútul,v,verb,"to sever, to cut off.",-0.273
pútul,adj,adjective,"severed, cut, broken off.",-0.273
putús,n,noun,"wrapper, cover.",0.0
putús,v,verb,"to wrap, to tie into a package, to pack.",0.0
putút,adj,adjective,"of people, short.",0.0
putyúkan,n,noun,beehive.,0.0
pu’úk,n,noun,place.,0.0
pu’úd,n,noun,"country, nation.",0.0
pu’út,v,verb,"to lie for ambush, to hide, to conceal.",-0.178
púyu,n,noun,"cloth sack, cloth bag with a drawstring.",0.0
puyú,n,noun,"mudfish, freshwater fish.",0.0
puyú’,v,verb,"to live, to dwell, to reside.",0.128
púyus,v,verb,"to bind, to wrap up.",0.0
pwéde,adv,adverb,"all right, can be, its possible, certainly, yes.",0.625
pwérta,n,noun,"door, gate.",0.0
pwertáhan,n,noun,door.,0.0
pyáno,n,noun,piano.,0.0
pyánsa,n,noun,"bond, bail money.",0.0
pyánsa,v,verb,"to set bail, to bail out, to put a bond.",0.0
pyé,n,noun,one foot measure.,0.0
pyérde,v,verb,"to be defeated, to lose, to give up.",-0.7
pyésas,n,noun,spare parts.,0.0
pyésta,n,noun,"fiesta, religious feast of a patron saint which is celebrated with pomp and carnivalistic tradition.",0.778
rabanús,n,noun,radish.,0.0
rábrab,v,verb,"to tear off, to rip.",0.0
rádyo,n,noun,radio.,0.0
rámas,v,verb,"to rub, to scrape off.",0.0
rántsu,n,noun,ranch.,0.0
rásras,v,verb,"to slash, of clothing, to slit or to take out the stitching.",-0.273
ráyna,n,noun,"queen, empress.",0.0
rebólber,n,noun,"gun, revolver.",-0.34
reklámo,n,noun,"complaint, discontent.",-0.296
reklámo,v,verb,to complain.,-0.296
regálo,n,noun,"gift, present.",0.44
regálo,v,verb,to give a present.,0.44
reló,n,noun,"time piece, wrist watch.",0.0
relyéno,n,noun,stuffed chicken or fish.,0.0
rénda,n,noun,bridle.,0.0
rénta,n,noun,rent.,0.0
rénta,v,verb,"to rent, to hire.",0.0
repólyo,n,noun,cabbage.,0.0
representánte,n,noun,"representative, congressman.",0.0
reputasyon,n,noun,reputation.,0.0
resíbo,n,noun,receipt.,0.0
resíta,n,noun,prescription of a doctor.,0.0
resúlta,n,noun,"result, conclusion.",0.0
retobádo,adj,adjective,"naughty, impish.",0.0
retráto,n,noun,"picture, snapshot.",0.0
réyna,n,noun,queen.,0.0
rikádo,n,noun,"seasoning, spice.",0.0
rílis,n,noun,"train rail, railroad tracks.",0.0
rimís,adj,adjective,"delicious, tasty.",0.572
rípa,n,noun,"raffle, lottery.",0.0
ritásu,n,noun,remnant.,0.0
románsa,n,noun,romance.,0.557
rósa,adj,adjective,pink.,0.0
rosál,n,noun,gardenia.,0.0
rósas,n,noun,rose flower.,0.0
rúmpag,v,verb,"to destroy, to ruin, to take apart.",-0.807
rúsdak,v,verb,"to collapse, to fall over.",-0.494
rwéda,n,noun,wheel.,0.0
sa,adv,adverb,"by, on, at, in, relational particle.",0.0
sá’ad,n,noun,"promise, vow.",0.318
sá’ad,v,verb,"to vow, to promise.",0.318
sába’,v,verb,"to beat double time, to beat violently.",-0.586
sábak,n,noun,lap.,0.0
sábak,v,verb,to sit on the lap.,0.0
sábad,adj,adjective,"noisy, troublesome.",-0.612
sabadó,n,noun,saturday.,0.0
sabát,n,noun,"response, answer.",0.0
sabát,v,verb,"to respond, to answer.",0.0
sabáw,n,noun,"broth, soup.",0.0
sáb’it,v,verb,"to hang to accidentally, to put on.",-0.34
sáblag,v,verb,"to compromise, to meet half way.",0.0
sáblay,v,verb,to hang clothes or cloth.,0.0
sáblig,v,verb,"to douse with water, to sprinkle water.",0.0
sábnit,v,verb,"to snatch, to grab with force.",0.0
sabúd,v,verb,"to scatter, to sow.",0.0
sáb’ug,v,verb,"to scatter, to sow.",0.0
sábwag,v,verb,"to scatter, to sow.",0.0
sábya,v,verb,"to splash with water, to douse with liquid or powder, to throw at something.",0.0
sáka’,v,verb,"to enter, to go up, to ascend, to climb.",0.0
sakáda,n,noun,seasonal worker.,0.0
sakadéro,n,noun,sugarcane field laborer.,0.0
sakáy,v,verb,"to ride, to board.",0.0
sákdag,v,verb,"to help, to sustain, to support, to aid.",0.66
sakít,n,noun,"illness, pain, grief, sorrow.",-0.912
sakít,v,verb,"to be painful, to be hurt, to feel bad about.",-0.912
sakít,adj,adjective,"painful, sorrowful.",-0.912
sáklaw,v,verb,to feel slighted.,0.0
sáksak,v,verb,"to chop, to stab repeatedly, to cut into pieces.",-0.71
sáksi,n,noun,witness.,0.0
sáksi,v,verb,"to testify, to witness.",0.0
sáku,n,noun,"burlap bag, sack.",0.0
sáku’,n,noun,"busyness, hurry.",0.0
sáku’,adj,adjective,"busy, hurried.",0.0
sáku’,v,verb,"to hurry, to keep occupied, to be busy.",0.0
sákup,n,noun,"subjects, members.",0.0
sákup,v,verb,"to conquer, to be a member of, to enlist.",0.0
sákut,v,verb,"to mix, to blend, to put together.",0.0
sádtu,d,deictic,those (far from both the speaker and the listener).,0.0
sádtu,adv,adverb,"before, in the past.",0.0
sádya,n,noun,"happiness, joy, cheer.",0.893
sádya,adj,adjective,"happy, cheerful, joyful.",0.893
ság’a,v,verb,"to throw out water, to drain.",0.0
sagáhay,v,verb,"to overflow, to pour out abundantly.",0.0
sagáng,v,verb,"to prevent, to protect oneself, to defend.",0.402
ság’ang,n,noun,chin.,0.0
sagawák,v,verb,to burst out suddenly as water through a faucet.,0.0
ságbut,n,noun,"rubbish, grass.",0.0
ságing,n,noun,banana.,0.0
sagír’um,adj,adjective,"dim, doleful.",0.0
ságnuy,v,verb,"to drag in the water while cruising, to dunk in water.",-0.226
ság’ub,v,verb,"to draw water from a well, to fetch water.",0.273
sagúd,v,verb,"to take care of animals, to raise animals.",0.494
sag’úli’,n,noun,"loose coins, change in coins.",-0.318
sag’úli’,v,verb,"to be reconciled, to give loose change.",-0.318
sagúp,v,verb,"to save, to rescue.",0.758
ságyud,v,verb,"to trail behind as a train, to be too long so as to touch the floor or ground.",0.0
sáha’,n,noun,"bulb, seedling, young plant grown from the root of the mother plant.",0.0
sahí’,adj,adjective,"special, distinct, distinguished.",0.402
sahú’,v,verb,"to be accustomed to, to get along well.",0.273
sahúg,v,verb,"to disturb, to interrupt.",-0.625
sála,n,noun,"livingroom, hall, lounge area.",0.0
sála’,n,noun,strainer.,-0.202
sála’,v,verb,"to strain, to sift.",-0.202
salá’,n,noun,"mistake, crime, sin, error.",-0.904
salá’,v,verb,"to make a mistake, to commit an error.",-0.904
salákay,v,verb,"to overthrow, to attack.",-0.477
salamángka,n,noun,magic;  magician.,0.0
salámat,id,idiom,thank you.,0.361
salamíng,n,noun,mirror.,0.0
salampáti,n,noun,dove.,0.0
salapí’,n,noun,fifty centavo piece.,0.0
salápid,n,noun,braid.,0.0
salápid,v,verb,"to plait, to braid, to twist.",0.0
sálap,n,noun,fish net.,0.0
salápu’,v,verb,"to detect, to catch red-handed, to find.",0.0
salawáhan,adj,adjective,"fickle, unfaithful.",0.0
saláwsaw,n,noun,"examination, test.",0.0
salbáhe,adj,adjective,"haughty, unfaithful, rogue.",0.0
saliká’,v,verb,"to straddle, to sit astride.",0.0
salída,n,noun,"show, movie show.",0.0
sálig,n,noun,"trust, confidence.",0.765
sálig,v,verb,"to trust, to confide in, to depend on.",0.765
salimpapáw,adj,adjective,"superficial, hypocrite.",0.0
salimú’ang,adj,adjective,delirious.,0.0
salimú’ang,v,verb,"to be delirious, to rave.",0.0
salín,n,noun,"remnant, left-over, scrap.",0.0
salín,v,verb,"to leave something behind, to keep, to store for some other time.",0.0
salipádpad,v,verb,"to fling, to throw away.",0.0
sálmon,n,noun,"sardines, salmon.",0.0
sálmon,adj,adjective,orange.,0.0
sálsal,v,verb,"to forge, to hammer.",0.0
salsálun,n,noun,"iron, metal.",0.0
salú,v,verb,to catch.,0.0
sálu,v,verb,"to eat together, to partake of a meal together.",0.0
salúk,v,verb,to dip or scoop out with the hand or a dipper or ladle.,0.586
sálud,v,verb,to catch drops of water so as to gather in a container.,0.0
salúdu,n,noun,"salute, bow.",0.0
salúdu,v,verb,"to salute, to bow, to show respect.",0.0
salúg,n,noun,floor.,0.0
sálug,v,verb,"to mix, to mingle.",0.0
sálum,v,verb,"to dive for, to sink in.",0.0
sálup,v,verb,"to go down, to disappear, to penetrate.",-0.226
salusálu,v,verb,"to have a feast, to hold a banquet.",0.0
sál’ut,v,verb,"to insert, to get between.",0.0
samád,n,noun,"wound, injured part.",-0.402
samád,v,verb,"to wound, to injure, to destroy.",-0.402
sámay,adj,adjective,"striped, lined.",0.0
sámay,v,verb,to line with stripes.,0.0
sámbag,n,noun,tamarind.,0.0
sámbil,v,verb,to quirk.,0.0
sámbit,v,verb,"to refer to, to mention.",0.0
sámbud,v,verb,"to wind, to bind, to roll, to twist, to get entangled.",0.0
samí’,adv,adverb,"always, regularly.",0.0
sampaguíta,n,noun,native jasmin.,0.0
sampátun,n,noun,"expert, sage.",0.0
sámpuk,v,verb,"to fight head to head, to fight in man-to-man combat.",-0.765
sámput,v,verb,"to come to, to reach, to arrive at.",0.026
nagsámput,na,noun formative,silá sa syudád.,0.0
sámtang,con,conjunction,"meanwhile, while, meantime.",0.0
sámu’,v,verb,"to dilute, to mix together.",0.0
sámuk,n,noun,"noise, trouble, bother.",-0.625
sámuk,v,verb,"to bother, to cause trouble, to make noise.",-0.625
sánag,adj,adjective,"bright, shiny.",0.44
sánag,v,verb,"to be clear, to shine.",0.44
sándad,v,verb,"to knock over and fall, to stumble.",0.0
sánday,pt,particle,personal names nominal marker.,0.0
sandí’ay,v,verb,to lean on.,0.0
sándig,v,verb,to lean on for support.,0.402
sandíya,n,noun,"watermelon, watermelon seeds.",0.0
sánduk,n,noun,"ladle, big spoon.",0.0
sánduk,v,verb,to dig or scoop out.,0.0
sánlag,v,verb,"to fry, to cook in oil.",0.0
sánting,adj,adjective,"of string or ropes, tight.",0.0
sántu,n,noun,variant of sántus.,0.0
sántu’,v,verb,"to harmonize, to agree, to be of the same opinion.",0.637
sántus,n,noun,saint.,0.0
sántus,adj,adjective,"saintly, holy.",0.0
sán’u,adv,adverb,when.,0.0
sáng,pt,particle,indefinite noun marker.,0.0
sangá,n,noun,"branch, bough, twig.",0.0
sángkad,n,noun,"width, breadth, broadness.",0.0
sángkap,adj,adjective,"well-equipped, complete.",0.0
sángkap,n,noun,"furniture, devices, things, equipment.",0.0
sángkap,v,verb,"to furnish, to provide with, to equip.",0.0
sanggá,n,noun,"branch, twig, bough.",0.0
sánghid,v,verb,"to touch lightly, to sidesweep.",0.0
sánglit,con,conjunction,"even if, meanwhile.",0.0
sapá’,n,noun,"creek, brook, lake.",0.0
sapák,v,verb,"to pay attention to, to mind.",-0.103
sapá’sápa’,n,noun,"lagoon, man-made brook or creek.",0.0
sápat,n,noun,insect.,0.0
sapatéro,n,noun,shoemaker.,0.0
sapátus,n,noun,shoe.,0.0
sápsap,v,verb,"to chop so as to make even, to smoothen.",0.0
sapú,v,verb,"to discover, to find out.",0.0
sápul,v,verb,"to confer, to talk things over.",0.0
sapúpu,v,verb,to take care of.,0.494
sapút,v,verb,"to arrive, to reach.",0.026
saráng,v,verb,"to be able, to be possible, to be capable of, to be able to afford.",0.382
sarí,n,noun,"class, kind.",0.527
sárisári,adj,adjective,"different, of mixed kinds, combined.",0.0
sársa,n,noun,"sauce, gravy.",0.0
sarsyádo,n,noun,"meat dish of chicken, pork or meat with a little gravy.",0.0
sarút,n,noun,"pest, plague, epidemic.",0.0
sástre,n,noun,tailor.,0.0
sát’um,v,verb,"to know, to recognize.",0.0
sa’úlu,v,verb,"to memorize, to remember.",0.0
sa’úlug,v,verb,to celebrate.,0.572
sá’ut,n,noun,dance.,0.0
sá’ut,v,verb,to dance.,0.0
sáw’a,adj,adjective,"immoral, indecent.",-0.459
sawáy,n,noun,"brass metal, criticism.",-0.44
sawáy,v,verb,"to criticize, to correct, to mention so as to correct.",-0.44
sáwsaw,v,verb,"to soak, to put into, to dip.",0.0
sáya,n,noun,long skirt of old women.,0.0
sayásat,v,verb,"to investigate, to check, to diagnose.",0.0
sáylu,v,verb,"to transfer, to move over.",0.0
sáysay,v,verb,"to relate, to explain, to describe.",0.0
sáysay,n,noun,"history, story, explanation.",0.0
sáyud,v,verb,"to know, to discover, to hear about.",0.0
sayúp,v,verb,"to commit an error, to be at fault.",-0.494
sebuáno,n,noun,"language spoken principally in agusan, bohol, bukidnon, cebu, davao, lanao del norte, the eastern half of leyte, misamis occidental, negros, oriental, surigao, zamboanga del norte, zamboanga del sur, and in some towns in cotabato.",0.0
sekretaŕya,n,noun,secretary.,0.0
sekréto,n,noun,secret.,0.0
séda,n,noun,silk.,0.0
segúro,n,noun,insurance.,0.0
sélyo,n,noun,"stamp, postage.",0.0
semána,n,noun,week.,0.0
seménto,n,noun,"cement, concrete.",0.0
senádo,n,noun,senate;  senator.,0.0
sentábos,n,noun,"one centavo, one centavo coin.",0.0
sentimós,n,noun,"centavo coin, one centavo, one cent.",0.0
séntro,n,noun,"center, middle.",0.0
septyémbre,n,noun,september.,0.0
serbésa,n,noun,beer.,0.0
serbilyéta,n,noun,table napkin.,0.0
seremónya,n,noun,ceremony.,0.0
seréno,n,noun,watchman.,0.0
seténta,num,numeral,seventy.,0.0
séys,num,numeral,six.,0.0
seysénta,num,numeral,sixty.,0.0
si,pt,particle,personal name marker.,0.0
sibát,n,noun,"spear, lance.",0.0
sibín,n,noun,wash cloth.,0.0
sibín,v,verb,to wipe with a towel or wash cloth.,0.0
sibít,n,noun,straight pin.,0.226
sibít,v,verb,"to use a pin, to tuck together with a pin, to prick with a pin.",0.226
síbu,n,noun,grease.,0.0
síbu,v,verb,"to fit, to be enough.",0.0
síbu’,n,noun,"zero, nothing.",0.0
sibúyas,n,noun,onion.,0.0
síkad,v,verb,to kick with the foot.,0.0
sikréta,n,noun,detective.,0.0
síku,n,noun,elbow.,0.0
síku,v,verb,"to elbow, to nudge.",0.0
sikúp,v,verb,"to catch with the hands, as of fish.",0.0
síkway,v,verb,"to reject, to abandon, to jilt, to leave behind, to cast out.",-0.7
síd’ing,v,verb,"to peep, to look in for a little while.",0.0
sidlángan,n,noun,east.,0.0
síga,n,noun,"glow, shine.",0.0
síga,v,verb,"to shine, to give a glow.",0.0
sigahúm,v,verb,"to desire, to hanker after.",0.402
sigarílyo,n,noun,cigarette.,0.0
sígi,adv,adverb,"okay, alright, go ahead.",0.44
sígi,v,verb,"to go ahead, to go on, to continue.",0.44
sígput,v,verb,"to take up small particles, to collect the leavings.",0.0
