word,pos_symbol,pos_word,meaning
manol,JJ,adjective,ignorant
manol,NN,noun,ignoramus
garuk,NN,noun,filth
garuk,VB,verb,corrupt
lanog,NN,noun,"weal ; bruise , black eye"
lanog,JJ,adjective,bruised
bugalon,VB,verb,to be or become proud
hangga,NN,noun,smallpox
damgohon,VB,verb,to dream
dugos,NN,noun,honey
dulot,NN,noun,dedication ; gift ; present
ilaga,NN,noun,mouse synonym: balabaw
daug,VB,verb,"defeat , succeed , triumph , win"
mainit,JJ,adjective,hot antonym: malamig
ahensya,NN,noun,agency
ahensya,NN,noun,pawnshop
pulut,JJ,adjective,( of rope ) firmly twisted
pulut,JJ,adjective,( of liquid ) thick
pulut,VB,verb,to thicken
pulut,VB,verb,to pick up from the floor or ground
paagaw,VB,verb,causative of ágao
baroto,NN,noun,dugout ; canoe
gal-um,NN,noun,raincloud
gal-um,NN,noun,"mist or fog , haze"
pader,NN,noun,stone or concrete wall or fence
ayam-ayam,NN,noun,ant
pelikula,NN,noun,pellicle ; film
pelikula,NN,noun,film ; movie ; motion picture
dagway nga makahuhuya,JJ,adjective,shabby
buho-buho,NN,noun,"diminutive of búhò : a small hole , perforation , or pore"
utang,NN,noun,debt
utang,NN,noun,credit
utang,VB,verb,to have a debt ; to owe
utang,VB,verb,to borrow in credit
luy-a,NN,noun,ginger ( zingiber officinale )
luy-a,NN,noun,rhizome of this plant
malipayon,JJ,adjective,happy
marabo,JJ,adjective,"tasty , savoury antonym: maganás"
abo-abohon,JJ,adjective,"ashen , ash -colored, grey , pale"
lala-lala,VB,verb,diminutive of lála
almon,NN,noun,tree
bangkay,NN,noun,"cadaver ; corpse synonyms: lawas , patay"
sambag,NN,noun,tamarind ( tamarindus indica )
aritos,NN,noun,earring
baw-as,JJ,adjective,"( usually said of women ) barren , childless"
pililion,NN,noun,"nominee , one who is worthy or desirable to be chosen"
sakayanon,NN,noun,"mariner , sailor , seaman"
dal-ok,NN,noun,"blister , pustule"
uyang,NN,noun,grandmother
ebanhelyo,NN,noun,archaic form of ebanghelyo
dalaw,NN,noun,visit synonym: duaw
dalaw,VB,verb,to visit
sentimyento,NN,noun,sentiment
buhis,NN,noun,( historical ) a tribute
buhis,NN,noun,"duty , revenue , tax"
buhis,NN,noun,toll
buhis,NN,noun,tribute
bioleta,NN,noun,violet ( color )
hinakay,NN,noun,"a charge , fare , or fee"
hinakay,NN,noun,payment
hinakay,NN,noun,rent
maayo,JJ,adjective,good
arisgado,JJ,adjective,"avid , adventurous"
arisgado,JJ,adjective,"daring , risky synonym: makahas"
gamhon,NN,noun,( botany ) weed
busung,JJ,adjective,alternative spelling of busong ( “ pregnant ” )
banka,NN,noun,boat
aligi,NN,noun,crab fat
balasubas,JJ,adjective,"( money ) broke , short of cash"
balasubas,JJ,adjective,"( of manual work ) careless , botched"
tayuyon,JJ,adjective,alternative spelling of tayóyon
abo-abo,JJ,adjective,"the color of ash , ashen"
abo-abo,VB,verb,diminutive of abó
matápan,NN,noun,"flat , level , plain"
bisan,CC,conjunction,although ; even if synonym: maskin
bisan,RB,adverb,in spite of synonym: agad
ginutlan,NN,noun,"interlude , interval"
ami,NN,noun,second harvest
ehersisyo,NN,noun,exercise
halimbawa,NN,noun,example
halimbawa,NN,noun,illustration
halimbawa,NN,noun,instance
malolot,JJ,adjective,"affectionate , tender"
lamok,NN,noun,mosquito
bulto,NN,noun,"luggage , trunk or box"
bulto,NN,noun,a carved statue
bibingka,NN,noun,"cake (a baked, small rice cake)"
sungay,NN,noun,horn
daguob,NN,noun,thunder
balaba,NN,noun,rattan
aslang,NN,noun,chin
batasan,NN,noun,"behaviour , character , culture , custom , manners"
amo,NN,noun,monkey
kinaw,VB,verb,"glisten , shine , sparkle"
bitoon,NN,noun,( astronomy ) star
probinsya,NN,noun,province
dala,VB,verb,"to bring , carry"
banig,NN,noun,"carpet , mat , mattress"
bag-ohan,NN,noun,beginner
lawa,NN,noun,spiderweb
agdayan,JJ,adjective,lazy
agdayan,JJ,adjective,"dull , slow , stupid"
gata,NN,noun,coconut milk
kasulya,NN,noun,( christianity ) chasuble
abri,VB,verb,"to open (as a window), unlock (as a gate), or turn on (as a stove)"
abri,VB,verb,"to begin , commence synonyms: sugod , umpisa"
dagta,NN,noun,sap
husay,NN,noun,comb
kasla,VB,verb,imperative passive of kasál
yawa,NN,noun,devil ; evil spirit ; demon
yawa,UH,interjection,( vulgar ) term of abuse
galingan,NN,noun,grinder
kapatid,NN,noun,sibling
amog,JJ,adjective,"oversensitive , sensitive , touchy amog nga bata. a very touchy child."
dimatarung,JJ,adjective,dishonest
dimatarung,JJ,adjective,"unfair , unjust , wicked , wrong"
dimatarung,JJ,adjective,injurious
banwa,NN,noun,town ; city ; municipality ; state ; commonwealth
banwa,NN,noun,citizenry ; inhabitant
hubog,JJ,adjective,drunk ; intoxicated synonym: balong
abong,JJ,adjective,windward
hugut,JJ,adjective,tight
kaladlawan,NN,noun,comic
bugto,VB,verb,"break , disconnect"
dioktok,NN,noun,seashells
bagnas,JJ,adjective,unripe
bugas,NN,noun,"milled rice , white rice"
bugas,NN,noun,pimple
bugas,VB,verb,to hull rice
bati-bati,NN,noun,"diminutive of batî ; gossip , hearsay , rumor"
hampang,NN,noun,game
latayan,NN,noun,a narrow bridge often with no handrail
latayan,NN,noun,gangplank
kuning,NN,noun,cat
mabulakon,JJ,adjective,"flowery , to smell of flowers"
mabulakon,JJ,adjective,full of flowers
bolkan,NN,noun,volcano
alhebra,NN,noun,algebra
dulumugan,VB,verb,swarm
ayo,NN,noun,a pet name
ayo,NN,noun,"bargain , discount"
ayo,VB,verb,to ask or request
tugot,VB,verb,to allow
manong,NN,noun,eldest brother
manong,NN,noun,term of address for the eldest brother : big bro
uswag,VB,verb,to step back ; to make room ; to give way
uswag,VB,verb,to postpone
uswag,VB,verb,to prosper ; to advance ; to progress
alabuton,JJ,adjective,"cranky , eccentric"
bisyo,NN,noun,"bad , wicked , naughty , disobedient"
bisyo,VB,verb,to refuse or be disobedient
adtang,NN,noun,the forehead
abay-abay,VB,verb,diminutive of abáy
abay-abay,VB,verb,frequentative of abáy
abay-abay,VB,verb,to interfere or meddle
buyog,NN,noun,bee ( insect )
giwaos,NN,noun,alternative spelling of giwá-os
dangat,VB,verb,"to acquire , gain"
dangat,VB,verb,"to obtain , procure , secure"
dangat,VB,verb,to win
bitok,NN,noun,pinworm
balaanon,JJ,adjective,"( religion ) saintly , blessed , holy"
balaanon,JJ,adjective,"happy , beatific"
bana,NN,noun,husband
bana,NN,noun,"opinion , guess , thought"
dalhon,VB,verb,bring
uyon,VB,verb,to agree
alan,JJ,adjective,rancid
birhin,JJ,adjective,virgin
balung,JJ,adjective,alternative spelling of balong ( “ drunk; intoxicated ” )
bulung,NN,noun,"drug , medicine"
bulung,VB,verb,"spin , rotate"
tuô,JJ,adjective,right ( as in a direction )
baga,NN,noun,"charcoal , cinder , coal , light"
abung,VB,verb,to intercept ; to stop ; to catch
busug,JJ,adjective,"satiated , satisfied"
busug,JJ,adjective,excruciating or painful
kutud,NN,noun,"boundary , line"
kutud,NN,noun,ruler
galing,VB,verb,"grind , mill"
aro,NN,noun,leprosy
dabudabu,NN,noun,shower
angso,NN,noun,smell of urine synonym: pangsot
empeine,NN,noun,herpes
banag-banag,NN,noun,"dawn , daybreak"
banag-banag,NN,noun,morning (obsolete)
dughan,NN,noun,( anatomy ) chest ; bosom ; breast ; thorax
duha,VB,verb,to duplicate
dangog,NN,noun,scurf
eskoba,NN,noun,brush
binudngan,NN,noun,"a handspun cloth , fabric , or textile"
grasya,NN,noun,"grace synonym: bugay antonyms: desgrasya , huya"
dulukdokan,NN,noun,grinder
kagab-i,NN,noun,last night
binulan,JJ,adjective,"every month , monthly"
guyod,VB,verb,to drag ; to haul ; to pull
kahas,NN,noun,daringness
kahas,NN,noun,violence synonym: bangis
asupre,NN,noun,sulphur
adudulay,NN,noun,a large earthworm
hawak,NN,noun,"( anatomy ) waist ( body part ) synonyms: ubit , ulubitan"
aninaw,VB,verb,"to imitate , to model synonyms: ilog , ehemplo , huaran , espeho , gia , huluaran"
atubang,VB,verb,to confront ; to face
arnibal,NN,noun,syrup
arnibal,NN,noun,"caramel , coconut caramel ( latík )"
arnibal,NN,noun,molasses
arnibal,NN,noun,sweetener
dagumak,VB,verb,to wear out from frequent use
abi,RB,adverb,for instance
abi,VB,verb,imagine
abi,VB,verb,think
abi,VB,verb,say aloud
delana,JJ,adjective,woolen
alang-alang,JJ,adjective,"immature , inappropriate , inconvenient , unsuitable"
laum,VB,verb,to hope
aihado,NN,noun,godson
paabay,VB,verb,causative of abáy
kalabasa,NN,noun,squash
budiong,NN,noun,trumpet ; horn
aihada,NN,noun,goddaughter
sumalayhaw,NN,noun,cockerel ; young cock
halang,JJ,adjective,"spicy , pungent , biting ( of taste ) synonym: kahang"
abiso,NN,noun,"notice , information"
abiso,VB,verb,"notify , inform"
sapatos,NN,noun,shoe
bohawi,NN,noun,"cyclone , whirlwind"
bais,VB,verb,sharpen
sirip,NN,noun,sheriff
premyo,NN,noun,prize synonym: padya
bukadkad,VB,verb,"to bloom , blossom , or flower"
dutang panublion,NN,noun,patrimony
antiyado,JJ,adjective,buff ( color )
bara,NN,noun,crowbar
bara,NN,noun,yardstick
alat,NN,noun,basket
kabayo,NN,noun,horse
dagum,NN,noun,needle
alaypan,NN,noun,"asylum , nursery"
bitas,JJ,adjective,injured
bitas,NN,noun,"fissure , mutilation"
bitas,VB,verb,"break , rend , sever , split , tear"
bandeha,NN,noun,"platter , plate"
utud,NN,noun,something cut off or broken off
utud,NN,noun,sibling
utud,JJ,adjective,severed ; cut off synonym: putol
utud,VB,verb,to cut off ; to sever
utud,VB,verb,to interrupt something ( such as a conversation )
utud,VB,verb,to make someone one's sibling
habol,NN,noun,blanket
wasay,NN,noun,axe
diruskas,NN,noun,screw
hambadan,VB,verb,scorn
hagup,VB,verb,to be tame
dalimuos,NN,noun,( of wind ) gust
dalimuos,NN,noun,a fit of anger or passion
patani,NN,noun,lima beans
pildoras,NN,noun,pill
dampig,VB,verb,"aid , help , support"
maambas,JJ,adjective,expensive or wasteful
eskuwela,NN,noun,school synonym: buluthoan
eskuwela,VB,verb,to go to school ; to attend school
bahawbahaw,NN,noun,ant
ginggon,NN,noun,gingham
doble,NN,noun,double
tawo,NN,noun,a man ; a person ; a human
saramaylo,JJ,adjective,confused
saramaylo,JJ,adjective,"awkward , clumsy , dull , stupid"
guyum,NN,noun,"ant , ( various , species )"
balanak,NN,noun,( a kind of fish ) mullet
linog,NN,noun,earthquake
liog,NN,noun,( anatomy ) neck
duko,NN,noun,respect
duko,VB,verb,bow
apa,JJ,adjective,"dumb , mute , tongue-tied"
sagad,NN,noun,specialist
bayad,NN,noun,charge ; payment ; fee ; toll
mahubog,VB,verb,to get drunk ; to intoxicate synonym: mabalong
mapinatopatoon,JJ,adjective,"creative , imaginative , inventive"
tililawan,NN,noun,"test , trial"
buksan,VB,verb,open
balita,NN,noun,"information , news"
balita,VB,verb,"to inform , proclaim"
amat-amat,RB,adverb,"gradually , slowly"
kawing,NN,noun,copulation
kawing,VB,verb,to copulate
bahaw,JJ,adjective,( of food ) cold
bahaw,NN,noun,cold rice
buho,NN,noun,"crevice , hole , opening , perforation , pit , vent"
tuko,NN,noun,gecko
dulang,NN,noun,"dig , excavate , mine"
abogado,NN,noun,lawyer
abuelo,NN,noun,grandfather
tipolon,JJ,adjective,"round , spherical"
hingap-us,VB,verb,to commit suicide by hanging
gawgaw,NN,noun,starch
binuhatan,NN,noun,"work , deed"
dagyang,VB,verb,"enjoy oneself , frolic"
asero,NN,noun,steel
kamatuoran,NN,noun,truth ; veracity
langgaw,NN,noun,vinegar
anhel,NN,noun,archaic form of anghel
anggid-anggid,JJ,adjective,"diminutive of anggid : nearly alike, similar"
bigote,NN,noun,moustache
kalikog,VB,verb,to clean ; to probe
kabulig,NN,noun,"assistant , helper"
lakum,VB,verb,to deceive ; to cheat ; to swindle synonym: lakon
hinali,JJ,adjective,sudden
dugus,JJ,adjective,the best part of a thing
