Word	Part of speech	meaning	source
Binisaya	adjective	Visayan	https://en.m.wiktionary.org/wiki/Binisaya
kalagday	noun	gentleness , tenderness	https://en.m.wiktionary.org/wiki/kalagday
absolusyon	noun	absolution , acquittal	https://en.m.wiktionary.org/wiki/absolusyon
abyerto	adjective	alternative form of abiérto	https://en.m.wiktionary.org/wiki/abyerto
abrilatas	noun	can opener	https://en.m.wiktionary.org/wiki/abrilatas
sabila	noun	aloe	https://en.m.wiktionary.org/wiki/sabila
matahum	adjective	beautiful , seemly , pretty	https://en.m.wiktionary.org/wiki/matahum
sagup	verb	rescue , save	https://en.m.wiktionary.org/wiki/sagup
lingkoranan	noun	chair Synonym: siya	https://en.m.wiktionary.org/wiki/lingkoranan
depekto	noun	defect , flaw	https://en.m.wiktionary.org/wiki/depekto
tanyag	verb	offer , proffer	https://en.m.wiktionary.org/wiki/tanyag
ananay	adjective	gentle , mild , soft , slow , noiseless , quiet , tranquil , quietly	https://en.m.wiktionary.org/wiki/ananay
haligi	noun	pillar	https://en.m.wiktionary.org/wiki/haligi
haligi	noun	post	https://en.m.wiktionary.org/wiki/haligi
kusina	noun	kitchen	https://en.m.wiktionary.org/wiki/kusina
sulog	noun	rooster	https://en.m.wiktionary.org/wiki/sulog
bitay	verb	hang , suspend	https://en.m.wiktionary.org/wiki/bitay
tapan	verb	to level or make even	https://en.m.wiktionary.org/wiki/tapan
bigki	noun	edge ; rim ; bank ( of a river )	https://en.m.wiktionary.org/wiki/bigki
dagangbulan	noun	March	https://en.m.wiktionary.org/wiki/dagangbulan
subay	noun	ant	https://en.m.wiktionary.org/wiki/subay
dumungka	verb	harbor , land	https://en.m.wiktionary.org/wiki/dumungka
tibunog	adjective	fat , plump , stout	https://en.m.wiktionary.org/wiki/tibunog
anak nga babae	noun	daughter	https://en.m.wiktionary.org/wiki/anak%20nga%20babae
hangaway	adjective	martial , warlike	https://en.m.wiktionary.org/wiki/hangaway
hangaway	noun	warrior , fighter	https://en.m.wiktionary.org/wiki/hangaway
bilwa	verb	dislocate , sprain	https://en.m.wiktionary.org/wiki/bilwa
kaagahon	noun	dawn	https://en.m.wiktionary.org/wiki/kaagahon
abukay	verb	to rummage , to disturb the surface of	https://en.m.wiktionary.org/wiki/abukay
balising	noun	cross-eyed squint	https://en.m.wiktionary.org/wiki/balising
tandaan	noun	sign , signal	https://en.m.wiktionary.org/wiki/tandaan
tandaan	noun	mark , note	https://en.m.wiktionary.org/wiki/tandaan
madanlog	adjective	elusive , or slippery	https://en.m.wiktionary.org/wiki/madanlog
bola	noun	ball	https://en.m.wiktionary.org/wiki/bola
habyog	noun	swing	https://en.m.wiktionary.org/wiki/habyog
garahe	noun	garage	https://en.m.wiktionary.org/wiki/garahe
bulungan	noun	spindle , spinning wheel	https://en.m.wiktionary.org/wiki/bulungan
dawdaw	verb	turn , spin	https://en.m.wiktionary.org/wiki/dawdaw
manang	noun	eldest sister	https://en.m.wiktionary.org/wiki/manang
manang	noun	elder sister ; big sister	https://en.m.wiktionary.org/wiki/manang
manang	noun	term of address for an elder sister or the eldest sister : big sis	https://en.m.wiktionary.org/wiki/manang
manang	noun	term of address for any woman older than the speaker, not necessarily an elderly woman : ma'am	https://en.m.wiktionary.org/wiki/manang
bendita	noun	blessing	https://en.m.wiktionary.org/wiki/bendita
bendita	verb	( transitive ) bless	https://en.m.wiktionary.org/wiki/bendita
gusok	noun	( anatomy ) rib	https://en.m.wiktionary.org/wiki/gusok
adobi	noun	adobe	https://en.m.wiktionary.org/wiki/adobi
aypon	noun	protege	https://en.m.wiktionary.org/wiki/aypon
dalagku	adjective	big , large	https://en.m.wiktionary.org/wiki/dalagku
duyong	noun	dugong , sea cow	https://en.m.wiktionary.org/wiki/duyong
kasag	noun	blue crab , Portunus pelagicus ( a large crab found in the intertidal estuaries of the Philippine and other Southeast Asian waters )	https://en.m.wiktionary.org/wiki/kasag
bululngon	noun	sick person	https://en.m.wiktionary.org/wiki/bululngon
ad-adan	noun	slicer , a frame knife	https://en.m.wiktionary.org/wiki/ad-adan
balidha	noun	law ; legislation	https://en.m.wiktionary.org/wiki/balidha
abibar	verb	to urge , encourage , rouse	https://en.m.wiktionary.org/wiki/abibar
utak	noun	knife Synonym: kutsilyo	https://en.m.wiktionary.org/wiki/utak
utak	noun	bolo Synonym: binangon	https://en.m.wiktionary.org/wiki/utak
pungko	verb	to sit Synonym: lingkod	https://en.m.wiktionary.org/wiki/pungko
banaag	noun	gleam	https://en.m.wiktionary.org/wiki/banaag
banaag	noun	daybreak	https://en.m.wiktionary.org/wiki/banaag
damo	verb	to increase , multiply	https://en.m.wiktionary.org/wiki/damo
gutok	adjective	tight	https://en.m.wiktionary.org/wiki/gutok
gutok	adjective	crowded	https://en.m.wiktionary.org/wiki/gutok
bat-ol	adjective	dull , stupid , or obstinate	https://en.m.wiktionary.org/wiki/bat-ol
katulundan	noun	sunset	https://en.m.wiktionary.org/wiki/katulundan
katulundan	noun	west	https://en.m.wiktionary.org/wiki/katulundan
agalon	noun	boss , employer , lord , master	https://en.m.wiktionary.org/wiki/agalon
abay	verb	to enter ; join	https://en.m.wiktionary.org/wiki/abay
abay	verb	to associate ; mingle	https://en.m.wiktionary.org/wiki/abay
agda	verb	to invite	https://en.m.wiktionary.org/wiki/agda
puok	noun	district , territory	https://en.m.wiktionary.org/wiki/puok
puok	noun	place	https://en.m.wiktionary.org/wiki/puok
bokol	noun	bud , flower	https://en.m.wiktionary.org/wiki/bokol
bokol	noun	knob	https://en.m.wiktionary.org/wiki/bokol
kalan-on	noun	food , especially rice	https://en.m.wiktionary.org/wiki/kalan-on
dapig	noun	companion , partner	https://en.m.wiktionary.org/wiki/dapig
dapig	noun	pair	https://en.m.wiktionary.org/wiki/dapig
dapig	verb	aid , assist , help	https://en.m.wiktionary.org/wiki/dapig
bilid	verb	examine , handle , inspect	https://en.m.wiktionary.org/wiki/bilid
gawi	noun	conduct	https://en.m.wiktionary.org/wiki/gawi
gwardya	noun	guard ; watch	https://en.m.wiktionary.org/wiki/gwardya
eskandalo	noun	scandal	https://en.m.wiktionary.org/wiki/eskandalo
ahedres	noun	chess	https://en.m.wiktionary.org/wiki/ahedres
buslot	noun	aperture , hole	https://en.m.wiktionary.org/wiki/buslot
buslot	noun	rent , gash	https://en.m.wiktionary.org/wiki/buslot
aliwatan	noun	wrist	https://en.m.wiktionary.org/wiki/aliwatan
kalooy	noun	mercy Synonym: awa	https://en.m.wiktionary.org/wiki/kalooy
kalooy	noun	compassion	https://en.m.wiktionary.org/wiki/kalooy
magbulig	verb	to aid , to help	https://en.m.wiktionary.org/wiki/magbulig
balaan	adjective	divine , holy , pious , upright , virtuous	https://en.m.wiktionary.org/wiki/balaan
halog	adjective	ample	https://en.m.wiktionary.org/wiki/halog
halog	adjective	loose	https://en.m.wiktionary.org/wiki/halog
hinguyang	noun	expense	https://en.m.wiktionary.org/wiki/hinguyang
korason	noun	( anatomy ) heart Synonym: kasingkasing	https://en.m.wiktionary.org/wiki/korason
alpombra	noun	carpet ; rug	https://en.m.wiktionary.org/wiki/alpombra
ahiti	noun	leek	https://en.m.wiktionary.org/wiki/ahiti
kuul	noun	snail	https://en.m.wiktionary.org/wiki/kuul
dis-og	verb	jostle , push	https://en.m.wiktionary.org/wiki/dis-og
kamalig	noun	barn	https://en.m.wiktionary.org/wiki/kamalig
pamuyayaw	verb	frequentative of buyáyaw	https://en.m.wiktionary.org/wiki/pamuyayaw
pamuyayaw	verb	to curse and swear	https://en.m.wiktionary.org/wiki/pamuyayaw
timawa	noun	a citizen or member of a community	https://en.m.wiktionary.org/wiki/timawa
timawa	verb	to free or liberate	https://en.m.wiktionary.org/wiki/timawa
dimasaysay	adjective	inexplicable , mysterious	https://en.m.wiktionary.org/wiki/dimasaysay
bagon	noun	wagon	https://en.m.wiktionary.org/wiki/bagon
hupa	noun	nightmare	https://en.m.wiktionary.org/wiki/hupa
busal	noun	bridle , muzzle	https://en.m.wiktionary.org/wiki/busal
ginoo	noun	deity ; god	https://en.m.wiktionary.org/wiki/ginoo
andam	adjective	careful , cautious , wary Synonyms: tagam , paiway	https://en.m.wiktionary.org/wiki/andam
anekdota	noun	anecdote	https://en.m.wiktionary.org/wiki/anekdota
bandera	noun	flag	https://en.m.wiktionary.org/wiki/bandera
banyo	noun	bathroom	https://en.m.wiktionary.org/wiki/banyo
banyo	noun	shower	https://en.m.wiktionary.org/wiki/banyo
itom	adjective	black ( absorbing all light )	https://en.m.wiktionary.org/wiki/itom
itom	noun	black ( color/colour )	https://en.m.wiktionary.org/wiki/itom
liso	noun	seed Synonym: busol	https://en.m.wiktionary.org/wiki/liso
pamulut	verb	frequentative of púlut	https://en.m.wiktionary.org/wiki/pamulut
dalang-dalang	adjective	astray	https://en.m.wiktionary.org/wiki/dalang-dalang
dalang-dalang	verb	to lose one's way	https://en.m.wiktionary.org/wiki/dalang-dalang
ankla	noun	anchor	https://en.m.wiktionary.org/wiki/ankla
ankla	verb	anchor	https://en.m.wiktionary.org/wiki/ankla
punse	noun	a mixed alcoholic drink	https://en.m.wiktionary.org/wiki/punse
abadia	noun	abbey	https://en.m.wiktionary.org/wiki/abadia
beberon	noun	nozzle of a baby bottle	https://en.m.wiktionary.org/wiki/beberon
bangdan	noun	cause , reason , motive	https://en.m.wiktionary.org/wiki/bangdan
aroro	noun	arrowroot	https://en.m.wiktionary.org/wiki/aroro
abokado	noun	avocado	https://en.m.wiktionary.org/wiki/abokado
dawdawan	noun	machine , mill	https://en.m.wiktionary.org/wiki/dawdawan
batuta	noun	baton	https://en.m.wiktionary.org/wiki/batuta
batuta	noun	rule , sway	https://en.m.wiktionary.org/wiki/batuta
guray	noun	streak , stripe	https://en.m.wiktionary.org/wiki/guray
kabugaw	noun	pomelo , grapefruit	https://en.m.wiktionary.org/wiki/kabugaw
kabanyagaan	adjective	mean , malicious , vile , wicked	https://en.m.wiktionary.org/wiki/kabanyagaan
kabanyagaan	noun	wickedness , malice	https://en.m.wiktionary.org/wiki/kabanyagaan
gatasan	verb	milk	https://en.m.wiktionary.org/wiki/gatasan
diskurso	noun	speech	https://en.m.wiktionary.org/wiki/diskurso
baba	noun	mouth	https://en.m.wiktionary.org/wiki/baba
maitum	adjective	black	https://en.m.wiktionary.org/wiki/maitum
lansang	noun	nail ( spike-shaped metal fastener )	https://en.m.wiktionary.org/wiki/lansang
lansang	verb	to nail	https://en.m.wiktionary.org/wiki/lansang
alipasa	verb	hurry , rush	https://en.m.wiktionary.org/wiki/alipasa
balaod	noun	dysentery	https://en.m.wiktionary.org/wiki/balaod
batungdaan	noun	monument (literally, old stone)	https://en.m.wiktionary.org/wiki/batungdaan
batobato	noun	kidney	https://en.m.wiktionary.org/wiki/batobato
idalum	noun	underneath ; beneath ; below	https://en.m.wiktionary.org/wiki/idalum
hulip	noun	patch	https://en.m.wiktionary.org/wiki/hulip
berso	noun	verse , poem Synonym: balaybay	https://en.m.wiktionary.org/wiki/berso
agwatato	noun	pimp	https://en.m.wiktionary.org/wiki/agwatato
agwatato	noun	procurer ( someone who arranges for prostitution )	https://en.m.wiktionary.org/wiki/agwatato
abaganhan	adjective	broad - shouldered	https://en.m.wiktionary.org/wiki/abaganhan
ingol	noun	scarcity , dearth	https://en.m.wiktionary.org/wiki/ingol
alang-ang	noun	trivial cold ; slight fever	https://en.m.wiktionary.org/wiki/alang-ang
distansya	noun	distance , remoteness	https://en.m.wiktionary.org/wiki/distansya
distansya	noun	an interval of time or space	https://en.m.wiktionary.org/wiki/distansya
angkab	verb	bite	https://en.m.wiktionary.org/wiki/angkab
katig	noun	outrigger float	https://en.m.wiktionary.org/wiki/katig
angkod	noun	incisor ; front teeth	https://en.m.wiktionary.org/wiki/angkod
tanhaga	adjective	extraordinary , marvelous , wonderful	https://en.m.wiktionary.org/wiki/tanhaga
tanhaga	noun	marvel , wonder	https://en.m.wiktionary.org/wiki/tanhaga
maambong	adjective	nice	https://en.m.wiktionary.org/wiki/maambong
maambong	adjective	gorgeous , lovely	https://en.m.wiktionary.org/wiki/maambong
maambong	adjective	decent , modest , or proper	https://en.m.wiktionary.org/wiki/maambong
ada	noun	fairy	https://en.m.wiktionary.org/wiki/ada
talong	noun	eggplant ( US ) ; aubergine ( UK )	https://en.m.wiktionary.org/wiki/talong
adikdik	noun	dandruff	https://en.m.wiktionary.org/wiki/adikdik
abut-abut	verb	frequentative of abút	https://en.m.wiktionary.org/wiki/abut-abut
abut-abut	verb	following in quick succession	https://en.m.wiktionary.org/wiki/abut-abut
abut-abut	verb	frequentative of ábut : to come and go	https://en.m.wiktionary.org/wiki/abut-abut
buhin	noun	subtraction	https://en.m.wiktionary.org/wiki/buhin
buhin	verb	to lessen , subtract , or diminish	https://en.m.wiktionary.org/wiki/buhin
frankiyo	noun	postage	https://en.m.wiktionary.org/wiki/frankiyo
soldado	noun	soldier	https://en.m.wiktionary.org/wiki/soldado
batiis	noun	calf , leg , limb	https://en.m.wiktionary.org/wiki/batiis
dumar	verb	tame , train	https://en.m.wiktionary.org/wiki/dumar
lakon	verb	to deceive ; to cheat ; to swindle Synonym: lakum	https://en.m.wiktionary.org/wiki/lakon
lakon	verb	to embezzle ; to misappropriate	https://en.m.wiktionary.org/wiki/lakon
atay	noun	( anatomy ) liver	https://en.m.wiktionary.org/wiki/atay
bunayag makig-atubang	adjective	genial	https://en.m.wiktionary.org/wiki/bunayag%20makig-atubang
Biyernes	noun	Friday	https://en.m.wiktionary.org/wiki/Biyernes
bulak-bulak	noun	diminutive of búlak	https://en.m.wiktionary.org/wiki/bulak-bulak
panganud	noun	cloud	https://en.m.wiktionary.org/wiki/panganud
bahol	adjective	odor , smell , stink	https://en.m.wiktionary.org/wiki/bahol
fuersa	noun	force , strength , vigor	https://en.m.wiktionary.org/wiki/fuersa
fuersa	noun	coercion , compulsion	https://en.m.wiktionary.org/wiki/fuersa
fuersa	verb	to force , compel	https://en.m.wiktionary.org/wiki/fuersa
banhay	noun	a moderate slope or incline	https://en.m.wiktionary.org/wiki/banhay
gutom	adjective	famished , hungry	https://en.m.wiktionary.org/wiki/gutom
gutom	noun	hunger	https://en.m.wiktionary.org/wiki/gutom
dugmok	verb	to break by applying pressure or weight , to crush	https://en.m.wiktionary.org/wiki/dugmok
algodon	noun	cotton	https://en.m.wiktionary.org/wiki/algodon
dupak	adjective	dirty , foul , obscene , smutty	https://en.m.wiktionary.org/wiki/dupak
dupak	adjective	indecent , impure	https://en.m.wiktionary.org/wiki/dupak
dupak	noun	bad language, obscene words	https://en.m.wiktionary.org/wiki/dupak
dupak	verb	to use obscene language	https://en.m.wiktionary.org/wiki/dupak
balabaw	noun	mouse ; rat Synonyms: ambaw , ilaga	https://en.m.wiktionary.org/wiki/balabaw
bakalaw	noun	codfish	https://en.m.wiktionary.org/wiki/bakalaw
kalaglagan	noun	destruction , perdition , ruin	https://en.m.wiktionary.org/wiki/kalaglagan
petsay	noun	Chinese cabbage ( either napa cabbage or bok choy )	https://en.m.wiktionary.org/wiki/petsay
sansaw	noun	grass jelly	https://en.m.wiktionary.org/wiki/sansaw
sansaw	noun	grass jelly drink	https://en.m.wiktionary.org/wiki/sansaw
sansaw	noun	light ; easy ; without worry or trouble Sánsaw gid ang ákon ólo. I am perfectly at ease. Sánsaw na ang íla hunâhúnà. They do not worry any longer.	https://en.m.wiktionary.org/wiki/sansaw
tandog	verb	feel , touch	https://en.m.wiktionary.org/wiki/tandog
mapinatuboon	adjective	( of soil ) good , fertile , productive	https://en.m.wiktionary.org/wiki/mapinatuboon
garot	adjective	dense	https://en.m.wiktionary.org/wiki/garot
hagad	verb	invite , persuade , request	https://en.m.wiktionary.org/wiki/hagad
salug	noun	floor	https://en.m.wiktionary.org/wiki/salug
garbanso	noun	chickpea , garbanzo	https://en.m.wiktionary.org/wiki/garbanso
baleu	verb	to change ; to transform ; to transmogrify	https://en.m.wiktionary.org/wiki/baleu
baak	adjective	crushed , broken	https://en.m.wiktionary.org/wiki/baak
baak	verb	to crush , to squeeze	https://en.m.wiktionary.org/wiki/baak
baganihan	noun	hero	https://en.m.wiktionary.org/wiki/baganihan
halalban	noun	meadow , pasture	https://en.m.wiktionary.org/wiki/halalban
bokhon	adjective	hairy	https://en.m.wiktionary.org/wiki/bokhon
dumagsa	verb	flourish	https://en.m.wiktionary.org/wiki/dumagsa
bilad	verb	( of a book ) display , unfold , open	https://en.m.wiktionary.org/wiki/bilad
humbak	noun	( ocean ) wave	https://en.m.wiktionary.org/wiki/humbak
humbak	noun	sea , ocean	https://en.m.wiktionary.org/wiki/humbak
humbak	noun	( of a task ) difficulty , distress	https://en.m.wiktionary.org/wiki/humbak
bitayan	noun	gallows ; gibbet ; scaffold	https://en.m.wiktionary.org/wiki/bitayan
balatian	noun	disease , illness , sickness	https://en.m.wiktionary.org/wiki/balatian
balatian	verb	to have a disease , to be ill	https://en.m.wiktionary.org/wiki/balatian
baybayon	noun	beach ; coast ; shore	https://en.m.wiktionary.org/wiki/baybayon
apian	noun	opium	https://en.m.wiktionary.org/wiki/apian
amapola	noun	poppy	https://en.m.wiktionary.org/wiki/amapola
hapon	noun	afternoon	https://en.m.wiktionary.org/wiki/hapon
dagat	noun	ocean , sea , saltwater	https://en.m.wiktionary.org/wiki/dagat
dagat	verb	to be seasick	https://en.m.wiktionary.org/wiki/dagat
hulonan	noun	roost	https://en.m.wiktionary.org/wiki/hulonan
kabakahan	noun	cattle	https://en.m.wiktionary.org/wiki/kabakahan
kaambong	noun	handsomeness	https://en.m.wiktionary.org/wiki/kaambong
mauswagon	adjective	progressive ; advanced	https://en.m.wiktionary.org/wiki/mauswagon
eksamen	noun	test , examination	https://en.m.wiktionary.org/wiki/eksamen
eksamen	verb	to inquire or search	https://en.m.wiktionary.org/wiki/eksamen
bunayag sing kabubut-on	adjective	cordial	https://en.m.wiktionary.org/wiki/bunayag%20sing%20kabubut-on
utok	noun	( anatomy ) brain ( organ )	https://en.m.wiktionary.org/wiki/utok
kawa	noun	boiler	https://en.m.wiktionary.org/wiki/kawa
daldal	verb	implicate , involve	https://en.m.wiktionary.org/wiki/daldal
daldal	verb	( of wind, waves ) push , impel	https://en.m.wiktionary.org/wiki/daldal
bus-og	adjective	pure , unadulterated ,	https://en.m.wiktionary.org/wiki/bus-og
bus-og	adjective	unalloyed	https://en.m.wiktionary.org/wiki/bus-og
balikawang	noun	haunch , hip , loins	https://en.m.wiktionary.org/wiki/balikawang
sabak	noun	lap	https://en.m.wiktionary.org/wiki/sabak
sabak	verb	to sit on one's lap	https://en.m.wiktionary.org/wiki/sabak
dulangan	noun	mine	https://en.m.wiktionary.org/wiki/dulangan
gwantes	noun	gloves	https://en.m.wiktionary.org/wiki/gwantes
manay	noun	( familiar ) eldest sister	https://en.m.wiktionary.org/wiki/manay
manay	noun	( familiar ) term of address for the eldest sister : big sis	https://en.m.wiktionary.org/wiki/manay
kapanganuran	noun	the clouds	https://en.m.wiktionary.org/wiki/kapanganuran
budyong	noun	alternative spelling of budióng	https://en.m.wiktionary.org/wiki/budyong
patalum	verb	to sharpen or hone a blade	https://en.m.wiktionary.org/wiki/patalum
asunto	adverb	concerning , with regard to	https://en.m.wiktionary.org/wiki/asunto
asunto	noun	lawsuit	https://en.m.wiktionary.org/wiki/asunto
dagami	noun	hay ; straw	https://en.m.wiktionary.org/wiki/dagami
dunoton	verb	crush	https://en.m.wiktionary.org/wiki/dunoton
atrasado sa pagbayad	adjective	delinquent	https://en.m.wiktionary.org/wiki/atrasado%20sa%20pagbayad
batad	noun	millet	https://en.m.wiktionary.org/wiki/batad
basin	noun	toilet	https://en.m.wiktionary.org/wiki/basin
bukas	adjective	candid , open Synonym: serado	https://en.m.wiktionary.org/wiki/bukas
ampo	noun	prayer , request	https://en.m.wiktionary.org/wiki/ampo
ampo	verb	ask , beseech , beg , petition , pray , request	https://en.m.wiktionary.org/wiki/ampo
patatas	noun	potato	https://en.m.wiktionary.org/wiki/patatas
mabangis	adjective	fierce , ferocious	https://en.m.wiktionary.org/wiki/mabangis
mabangis	adjective	inhuman	https://en.m.wiktionary.org/wiki/mabangis
mabangis	adjective	brutal , cruel Synonym: mapintas	https://en.m.wiktionary.org/wiki/mabangis
mabangis	adjective	violent Synonym: makahas	https://en.m.wiktionary.org/wiki/mabangis
bapor	noun	boat , ship	https://en.m.wiktionary.org/wiki/bapor
hikab	noun	( pathology ) asthma Synonym: usang	https://en.m.wiktionary.org/wiki/hikab
gia	noun	guide , leader , founder	https://en.m.wiktionary.org/wiki/gia
burnil	verb	to polish ; to shine	https://en.m.wiktionary.org/wiki/burnil
latagon	noun	valley , a rural area	https://en.m.wiktionary.org/wiki/latagon
hagung	verb	to hum , coo	https://en.m.wiktionary.org/wiki/hagung
hagung	verb	to boom , rumble	https://en.m.wiktionary.org/wiki/hagung
kapaul	noun	fatigue , weariness	https://en.m.wiktionary.org/wiki/kapaul
kapatol	noun	strength , determination	https://en.m.wiktionary.org/wiki/kapatol
bulawanon	adjective	golden	https://en.m.wiktionary.org/wiki/bulawanon
ara	noun	altar stone in a Catholic church	https://en.m.wiktionary.org/wiki/ara
kamao	verb	to be	https://en.m.wiktionary.org/wiki/kamao
tagna	noun	foretell ; forecast	https://en.m.wiktionary.org/wiki/tagna
ambahan	noun	canticle , chant , hymn , song	https://en.m.wiktionary.org/wiki/ambahan
tindak	noun	kick	https://en.m.wiktionary.org/wiki/tindak
tindak	verb	to kick	https://en.m.wiktionary.org/wiki/tindak
law-ay	adjective	ugly Nag láw-ay ang íya nga pangguyáhon. The expression on his face became ugly .	https://en.m.wiktionary.org/wiki/law-ay
law-ay	adjective	repulsive	https://en.m.wiktionary.org/wiki/law-ay
law-ay	adjective	nasty	https://en.m.wiktionary.org/wiki/law-ay
law-ay	adjective	mean	https://en.m.wiktionary.org/wiki/law-ay
law-ay	adjective	hideous	https://en.m.wiktionary.org/wiki/law-ay
law-ay	adjective	obscene	https://en.m.wiktionary.org/wiki/law-ay
law-ay	verb	to be or become ugly, repulsive, hideous, forbidding , etc.	https://en.m.wiktionary.org/wiki/law-ay
hagdanan	noun	stairs	https://en.m.wiktionary.org/wiki/hagdanan
hagdanan	noun	ladder	https://en.m.wiktionary.org/wiki/hagdanan
adelantado	adjective	advanced , modern	https://en.m.wiktionary.org/wiki/adelantado
adelantado	adjective	progressive	https://en.m.wiktionary.org/wiki/adelantado
laba	adjective	long in length	https://en.m.wiktionary.org/wiki/laba
abohon	adjective	ash , grey	https://en.m.wiktionary.org/wiki/abohon
abohon	adjective	ashy , gray	https://en.m.wiktionary.org/wiki/abohon
abiogan	noun	archaic spelling of abyogan	https://en.m.wiktionary.org/wiki/abiogan
ablay	noun	shawl	https://en.m.wiktionary.org/wiki/ablay
ablay	verb	lean	https://en.m.wiktionary.org/wiki/ablay
guban	noun	brigade , group , throng	https://en.m.wiktionary.org/wiki/guban
bangot	verb	bind , tie	https://en.m.wiktionary.org/wiki/bangot
dokumento	noun	document , deed , record	https://en.m.wiktionary.org/wiki/dokumento
halandumon	adjective	desirable	https://en.m.wiktionary.org/wiki/halandumon
gratipikasyon	noun	gratuity , reward , tip , ( gratuity , reward )	https://en.m.wiktionary.org/wiki/gratipikasyon
bulahan	adjective	fortunate	https://en.m.wiktionary.org/wiki/bulahan
alanyon	noun	crop	https://en.m.wiktionary.org/wiki/alanyon
buhaha	adjective	heedless , lavish , prodigal , wasteful	https://en.m.wiktionary.org/wiki/buhaha
buhaha	adjective	spendthrift	https://en.m.wiktionary.org/wiki/buhaha
buhaha	noun	spendthrift	https://en.m.wiktionary.org/wiki/buhaha
tiil	noun	( anatomy ) foot	https://en.m.wiktionary.org/wiki/tiil
kalag	noun	soul , spirit , ghost Synonyms: espiritu , murto	https://en.m.wiktionary.org/wiki/kalag
gastado	adjective	spent	https://en.m.wiktionary.org/wiki/gastado
gambal	adjective	bulky	https://en.m.wiktionary.org/wiki/gambal
maantod	adjective	( of food ) burned or scorched ; fetid	https://en.m.wiktionary.org/wiki/maantod
magdamgo	verb	to dream	https://en.m.wiktionary.org/wiki/magdamgo
sanga	noun	branch	https://en.m.wiktionary.org/wiki/sanga
barbero	noun	barber , haircutter Synonym: manuggunting	https://en.m.wiktionary.org/wiki/barbero
tilinguhaon	adjective	worthwhile	https://en.m.wiktionary.org/wiki/tilinguhaon
dasig	adjective	quick	https://en.m.wiktionary.org/wiki/dasig
dasig	verb	hasten	https://en.m.wiktionary.org/wiki/dasig
halea	noun	jelly	https://en.m.wiktionary.org/wiki/halea
gaway	verb	dangle	https://en.m.wiktionary.org/wiki/gaway
lunang	noun	mud	https://en.m.wiktionary.org/wiki/lunang
aros	noun	rice	https://en.m.wiktionary.org/wiki/aros
amay	noun	father Antonym: iloy	https://en.m.wiktionary.org/wiki/amay
ebanghelyo	noun	gospel	https://en.m.wiktionary.org/wiki/ebanghelyo
adlawon	noun	full daylight after sunrise is over	https://en.m.wiktionary.org/wiki/adlawon
paklay	noun	a Filipino dish made from sautéed sliced bamboo shoots , mixed with meat such as fish or shrimp , ground pork or beef , with some tomatoes , onions , garlic , and other spices , among other ingredients, especially in the cuisine of Western Visayas Nakakáon kamí dídto sing manámit nga páklay . We had there a savoury dish of bamboo-shoots mixed with meat .	https://en.m.wiktionary.org/wiki/paklay
aluntaga	noun	the rung or step of a ladder	https://en.m.wiktionary.org/wiki/aluntaga
buas	adverb	tomorrow	https://en.m.wiktionary.org/wiki/buas
dul-ay	noun	a lump of earth or dirt	https://en.m.wiktionary.org/wiki/dul-ay
dunang manggad	noun	natural resources	https://en.m.wiktionary.org/wiki/dunang%20manggad
kagaw	noun	germ ; microbe	https://en.m.wiktionary.org/wiki/kagaw
bobo	verb	to pour out or over	https://en.m.wiktionary.org/wiki/bobo
bobo	noun	baptism without ceremony	https://en.m.wiktionary.org/wiki/bobo
duta	noun	earth , ground , soil	https://en.m.wiktionary.org/wiki/duta
duta	noun	land , lot , property	https://en.m.wiktionary.org/wiki/duta
baldado	adjective	crippled , handicapped , maimed	https://en.m.wiktionary.org/wiki/baldado
semana	noun	week	https://en.m.wiktionary.org/wiki/semana
